UNITID,GRCHRTYR,GRTOTLT,GRGNDRUN,GRGNDRAN,GRGNDRUA,GRGNDRKN
183938,2,1158,3,0,3,1155
184092,2,308,0,,0,308
184180,2,1037,95,,95,942
184205,2,563,0,,0,563
184427,2,233,0,,0,233
184481,2,1248,5,,5,1243
184791,2,1598,266,,266,1332
184995,2,1600,1,0,1,1599
185509,2,853,0,,0,853
185536,2,1977,0,,0,1977
185679,2,3,0,0,0,3
185721,2,122,0,0,0,122
185873,2,1630,13,,13,1617
186034,2,617,5,,5,612
186052,2,339,0,,0,339
186469,2,221,0,,0,221
186645,2,1143,23,,23,1120
187000,2,19,0,0,0,19
187198,2,1438,11,,11,1427
187532,2,2219,2,,2,2217
187620,2,1088,0,,0,1088
187639,2,221,0,,0,221
187666,2,292,0,,0,292
187903,2,309,0,,0,309
187912,2,206,0,,0,206
187958,2,223,0,0,0,223
187976,2,67,0,0,0,67
187994,2,124,0,,0,124
188003,2,102,0,,0,102
188021,2,53,0,,0,53
188049,2,166,0,0,0,166
188100,2,594,0,,0,594
188137,2,249,0,,0,249
188216,2,119,0,,0,119
188225,2,81,0,0,0,81
188261,2,65,0,0,0,65
188438,2,762,0,0,0,762
188669,2,35,0,,0,35
188678,2,100,0,0,0,100
188687,2,15,0,0,0,15
188696,2,66,0,0,0,66
188915,2,3,0,,0,3
189547,2,1373,0,,0,1373
189811,2,39,0,,0,39
189839,2,518,0,,0,518
190008,2,3,0,3,3,0
190053,2,180,0,0,0,180
190169,2,208,0,,0,208
190442,2,565,0,,0,565
190451,2,11,0,0,0,11
190521,2,5781,0,,0,5781
190530,2,1780,0,,0,1780
190585,2,1088,0,,0,1088
190619,2,1945,0,,0,1945
190628,2,2625,0,,0,2625
190673,2,2908,0,,0,2908
190707,2,5,0,,0,5
190840,2,1372,51,,51,1321
190956,2,2,0,0,0,2
191083,2,1770,0,,0,1770
191199,2,944,0,0,0,944
191302,2,416,0,,0,416
191339,2,655,0,,0,655
191612,2,524,0,,0,524
191719,2,1979,0,,0,1979
191728,2,669,0,,0,669
191959,2,42,0,0,0,42
191986,2,759,0,,0,759
192022,2,598,0,,0,598
192509,2,331,0,,0,331
192688,2,73,0,,0,73
192961,2,4,0,,0,4
193201,2,75,0,,0,75
193283,2,1118,0,,0,1118
193326,2,2172,0,,0,2172
193478,2,3057,0,,0,3057
193609,2,12,0,,0,12
193858,2,261,0,,0,261
193946,2,940,0,0,0,940
194028,2,280,0,2,2,278
194222,2,1647,0,,0,1647
194240,2,913,0,0,0,913
195058,2,1212,0,,0,1212
195191,2,6,0,,0,6
195289,2,3,0,,0,3
195322,2,466,0,0,0,466
195784,2,117,0,,0,117
195988,2,328,0,,0,328
196389,2,325,0,,0,325
196565,2,537,0,,0,537
196699,2,433,0,,0,433
197294,2,1898,0,0,0,1898
197531,2,342,0,0,0,342
197814,2,171,0,,0,171
197850,2,151,0,0,0,151
197887,2,415,0,,0,415
197966,2,80,0,,0,80
198011,2,36,0,,0,36
198039,2,149,0,0,0,149
198084,2,228,0,,0,228
198118,2,379,0,,0,379
198154,2,966,0,,0,966
198206,2,125,0,,0,125
198233,2,351,0,0,0,351
198251,2,706,0,,0,706
198260,2,1408,0,,0,1408
198321,2,159,4,,4,155
198330,2,505,0,,0,505
198367,2,193,0,,0,193
198376,2,379,0,,0,379
198455,2,222,0,,0,222
198491,2,130,0,,0,130
198534,2,772,12,,12,760
198552,2,552,0,,0,552
198570,2,290,0,,0,290
198622,2,932,0,,0,932
198640,2,128,0,,0,128
198668,2,229,0,,0,229
198710,2,200,0,,0,200
198729,2,75,0,,0,75
198774,2,414,0,,0,414
198817,2,169,0,0,0,169
198871,2,279,0,,0,279
198905,2,53,0,,0,53
198914,2,29,0,,0,29
198923,2,80,0,,0,80
198987,2,256,0,,0,256
199023,2,58,0,,0,58
199087,2,196,0,,0,196
199263,2,11,0,,0,11
199324,2,109,0,,0,109
199333,2,988,0,,0,988
199421,2,265,0,,0,265
199449,2,187,0,,0,187
199467,2,15,0,,0,15
199476,2,187,0,,0,187
199485,2,256,0,,0,256
199494,2,682,0,,0,682
199625,2,86,0,,0,86
199634,2,442,0,0,0,442
199722,2,56,0,,0,56
199731,2,117,0,,0,117
199740,2,192,0,,0,192
199768,2,215,0,,0,215
199786,2,366,0,,0,366
199795,2,76,0,,0,76
199838,2,221,0,,0,221
199856,2,1995,0,,0,1995
199892,2,270,0,0,0,270
199908,2,119,0,,0,119
199926,2,339,0,,0,339
199953,2,88,0,,0,88
200110,2,17,0,0,0,17
200192,2,198,0,,0,198
200208,2,27,0,,0,27
200305,2,623,3,,3,620
200314,2,146,0,,0,146
200341,2,285,0,,0,285
200590,2,23,0,0,0,23
201283,2,138,0,,0,138
201751,2,30,0,,0,30
202222,2,2006,0,,0,2006
202356,2,1481,0,3,3,1478
202435,2,1,0,,0,1
202453,2,33,0,0,0,33
202648,2,203,0,,0,203
203155,2,683,0,,0,683
203289,2,26,0,0,0,26
203331,2,947,2,,2,945
203386,2,100,0,0,0,100
203438,2,18,0,,0,18
203599,2,380,0,0,0,380
203614,2,275,0,0,0,275
203678,2,244,0,,0,244
203720,2,41,0,0,0,41
203739,2,24,0,0,0,24
203881,2,194,1,0,1,193
204440,2,122,0,,0,122
204459,2,69,0,,0,69
204608,2,449,0,,0,449
204662,2,244,4,,4,240
204714,2,46,0,,0,46
204723,2,124,0,,0,124
204769,2,47,0,0,0,47
204778,2,22,0,0,0,22
204884,2,34,0,,0,34
204893,2,2,0,,0,2
204945,2,765,0,,0,765
205142,2,31,0,,0,31
205179,2,136,0,,0,136
205559,2,22,0,,0,22
205841,2,902,0,,0,902
205887,2,108,0,,0,108
205966,2,176,0,,0,176
206011,2,274,0,,0,274
206446,2,199,0,,0,199
206923,2,427,0,,0,427
206932,2,60,0,,0,60
206996,2,479,0,,0,479
207050,2,270,0,,0,270
207069,2,222,0,,0,222
207236,2,359,0,,0,359
207281,2,659,0,,0,659
207290,2,575,0,,0,575
207449,2,1011,0,,0,1011
207670,2,955,7,0,7,948
207740,2,271,0,,0,271
207935,2,2157,0,,0,2157
207962,2,852,0,,0,852
208035,2,263,0,,0,263
208275,2,264,0,0,0,264
208318,2,610,0,,0,610
208390,2,1344,0,,0,1344
208406,2,778,22,0,22,756
208415,2,102,0,0,0,102
208433,2,52,0,,0,52
208479,2,353,0,,0,353
208859,2,50,0,,0,50
209038,2,831,23,0,23,808
209074,2,818,9,0,9,809
209083,2,38,0,,0,38
209153,2,38,0,,0,38
209205,2,52,0,,0,52
209250,2,673,0,,0,673
209667,2,59,0,,0,59
209676,2,118,0,,0,118
209694,2,51,0,,0,51
209700,2,89,0,,0,89
209719,2,62,0,,0,62
209746,2,2833,80,61,141,2692
209940,2,519,3,,3,516
210155,2,405,0,,0,405
210234,2,290,0,0,0,290
210270,2,346,44,,44,302
210599,2,655,0,,0,655
210605,2,1887,0,0,0,1887
211006,2,172,0,,0,172
211079,2,320,6,0,6,314
211307,2,893,0,1,1,892
211343,2,619,0,,0,619
211635,2,24,0,,0,24
211802,2,42,0,,0,42
211927,2,678,56,,56,622
212045,2,79,0,0,0,79
212434,2,94,0,,0,94
212869,2,233,0,,0,233
212878,2,1275,0,0,0,1275
212975,2,111,0,,0,111
213163,2,1,0,0,0,1
213181,2,220,0,1,1,219
213233,2,154,0,,0,154
213473,2,7,0,,0,7
213525,2,930,2,,2,928
213534,2,288,0,,0,288
213570,2,399,0,,0,399
213589,2,241,0,,0,241
213622,2,13,0,0,0,13
213659,2,684,0,,0,684
213914,2,106,0,,0,106
214023,2,2,0,,0,2
214111,2,1072,26,,26,1046
214290,2,286,0,,0,286
214379,2,1427,0,,0,1427
214892,2,73,0,,0,73
214944,2,260,0,0,0,260
215008,2,19,0,0,0,19
215239,2,1524,7,,7,1517
215309,2,29,0,,0,29
215381,2,167,0,0,0,167
215390,2,33,0,,0,33
215585,2,433,0,,0,433
215594,2,18,0,,0,18
215682,2,107,0,,0,107
215974,2,9,0,0,0,9
215992,2,60,0,,0,60
216083,2,83,0,1,1,82
216296,2,574,0,0,0,574
216436,2,26,0,,0,26
216445,2,23,0,0,0,23
216454,2,29,0,0,0,29
216551,2,123,0,0,0,123
216773,2,13,0,,0,13
216825,2,471,0,0,0,471
216940,2,88,0,,0,88
217077,2,396,0,0,0,396
217475,2,2860,63,0,63,2797
217615,2,270,0,,0,270
217712,2,180,0,,0,180
217837,2,105,0,,0,105
217989,2,77,0,,0,77
218025,2,489,0,,0,489
218140,2,1019,0,0,0,1019
218353,2,1643,0,,0,1643
218487,2,219,0,,0,219
218520,2,641,0,,0,641
218672,2,328,0,,0,328
218681,2,216,0,,0,216
218690,2,252,0,,0,252
218706,2,144,0,,0,144
218830,2,712,0,,0,712
218858,2,486,0,,0,486
218885,2,1966,0,,0,1966
218894,2,1209,0,,0,1209
218955,2,54,0,,0,54
218991,2,804,0,,0,804
219143,2,581,0,,0,581
219189,2,374,0,,0,374
219426,2,499,0,,0,499
219480,2,150,0,,0,150
219596,2,88,0,,0,88
219824,2,1553,0,,0,1553
219879,2,811,0,,0,811
219888,2,1478,34,0,34,1444
219903,2,951,0,,0,951
219921,2,98,0,,0,98
219994,2,202,0,,0,202
220057,2,541,0,,0,541
220118,2,95,0,0,0,95
220127,2,169,0,,0,169
220251,2,76,0,1,1,75
220279,2,79,0,,0,79
220321,2,91,0,,0,91
220394,2,64,1,0,1,63
220400,2,1047,0,,0,1047
220464,2,11,0,,0,11
220640,2,97,0,,0,97
220756,2,72,0,,0,72
220853,2,267,0,,0,267
221050,2,188,0,,0,188
221096,2,1684,0,0,0,1684
221102,2,164,0,,0,164
221148,2,1278,0,,0,1278
221184,2,1357,0,,0,1357
221236,2,110,0,,0,110
221281,2,78,0,,0,78
221333,2,93,1,0,1,92
221388,2,62,0,,0,62
221397,2,1007,4,,4,1003
221430,2,63,0,,0,63
221485,2,1664,0,,0,1664
221494,2,97,3,0,3,94
221582,2,66,0,,0,66
221591,2,122,0,,0,122
221607,2,51,0,,0,51
221616,2,224,2,,2,222
221625,2,216,0,,0,216
221643,2,2155,0,,0,2155
221908,2,1262,0,0,0,1262
222053,2,2059,0,,0,2059
222062,2,1504,0,,0,1504
222105,2,31,0,0,0,31
222567,2,441,0,,0,441
222576,2,1257,0,,0,1257
222822,2,258,0,,0,258
222886,2,285,0,0,0,285
223320,2,461,6,0,6,455
223427,2,4172,0,,0,4172
223472,2,26,0,,0,26
223816,2,910,0,,0,910
223898,2,398,0,,0,398
223922,2,203,0,0,0,203
224110,2,688,0,,0,688
224271,2,65,0,0,0,65
224642,2,3092,0,,0,3092
224891,2,170,0,,0,170
225371,2,480,0,,0,480
225423,2,4167,0,0,0,4167
225520,2,366,0,,0,366
225876,2,113,0,,0,113
225991,2,45,0,0,0,45
226019,2,846,0,,0,846
226107,2,317,0,,0,317
226116,2,373,0,,0,373
226204,2,345,0,,0,345
226277,2,996,0,,0,996
226578,2,817,0,,0,817
226903,2,1103,0,,0,1103
227146,2,987,0,,0,987
227225,2,352,0,,0,352
227377,2,801,0,,0,801
227386,2,313,0,,0,313
227401,2,592,0,0,0,592
227687,2,260,0,,0,260
227748,2,15,0,0,0,15
227854,2,539,0,,0,539
228158,2,1447,0,,0,1447
228316,2,616,0,,0,616
228547,2,3947,0,,0,3947
228608,2,371,0,,0,371
228699,2,345,0,,0,345
229416,2,874,1,,1,873
229504,2,287,0,0,0,287
229540,2,417,0,,0,417
229832,2,255,0,,0,255
229841,2,1373,0,,0,1373
230199,2,53,0,0,0,53
230205,2,84,0,0,0,84
230746,2,1889,0,0,0,1889
230861,2,182,1,,1,181
231411,2,154,1,,1,153
231536,2,492,4,,4,488
231697,2,395,0,,0,395
231873,2,139,0,,0,139
231882,2,320,1,,1,319
232016,2,13,0,,0,13
232052,2,51,0,,0,51
232195,2,787,6,,6,781
232414,2,646,4,,4,642
232450,2,940,4,,4,936
232575,2,618,3,,3,615
232788,2,304,1,,1,303
232867,2,515,2,,2,513
232946,2,5127,32,,32,5095
233019,2,389,3,,3,386
233037,2,132,2,,2,130
233116,2,402,2,,2,400
233310,2,160,0,,0,160
233329,2,123,0,,0,123
233338,2,447,5,,5,442
233639,2,213,0,,0,213
233648,2,443,0,,0,443
233754,2,678,9,,9,669
233772,2,2005,36,,36,1969
233903,2,334,2,,2,332
233949,2,732,8,,8,724
234377,2,300,0,,0,300
235149,2,704,0,,0,704
235671,2,163,0,,0,163
236212,2,377,0,0,0,377
236610,2,279,0,,0,279
236656,2,521,0,,0,521
237303,2,62,0,,0,62
237321,2,28,0,,0,28
237437,2,34,0,,0,34
237543,2,28,0,0,0,28
237570,2,42,0,,0,42
237598,2,9,0,0,0,9
237817,2,373,0,,0,373
237844,2,105,0,,0,105
237987,2,49,0,0,0,49
237996,2,69,0,,0,69
238005,2,75,0,,0,75
238014,2,248,0,,0,248
238175,2,74,0,,0,74
238397,2,186,0,,0,186
238722,2,267,0,,0,267
238759,2,564,0,,0,564
238810,2,12,0,0,0,12
239008,2,197,0,,0,197
239220,2,174,1,0,1,173
239248,2,989,1,,1,988
239372,2,320,12,,12,308
239442,2,99,0,0,0,99
239460,2,280,7,,7,273
239488,2,742,0,,0,742
239910,2,265,0,,0,265
240116,2,679,0,,0,679
240125,2,268,0,,0,268
240170,2,619,0,0,0,619
240198,2,373,0,0,0,373
240505,2,551,0,,0,551
240596,2,196,0,0,0,196
240666,2,555,0,,0,555
240718,2,354,0,,0,354
241146,2,170,0,,0,170
241182,2,63,0,,0,63
242042,2,298,0,0,0,298
242130,2,65,0,,0,65
242149,2,125,0,0,0,125
242556,2,178,0,,0,178
242583,2,121,0,,0,121
242820,2,277,0,,0,277
243647,2,112,0,,0,112
243841,2,271,0,,0,271
244279,2,89,0,,0,89
244437,2,2965,0,0,0,2965
244446,2,211,0,,0,211
245625,2,175,1,0,1,174
245962,2,168,0,,0,168
246354,2,948,0,,0,948
246813,2,148,0,,0,148
246974,2,126,0,,0,126
247603,2,405,15,,15,390
247940,2,476,0,,0,476
248606,2,68,2,,2,66
248925,2,215,0,0,0,215
249609,2,107,0,,0,107
250027,2,80,0,0,0,80
250285,2,45,0,0,0,45
251260,2,998,0,,0,998
260691,2,182,0,,0,182
261436,2,284,0,,0,284
261861,2,29,0,0,0,29
262031,2,978,0,,0,978
262457,2,283,0,,0,283
363147,2,105,0,,0,105
363165,2,643,0,,0,643
363633,2,113,0,,0,113
363882,2,16,0,,0,16
364016,2,587,1,1,2,585
364025,2,730,3,1,4,726
364548,2,233,0,,0,233
364575,2,10,0,,0,10
365213,2,21,0,,0,21
365374,2,83,0,,0,83
365480,2,20,0,,0,20
365693,2,60,0,,0,60
366191,2,601,6,,6,595
366261,2,80,0,,0,80
366270,2,38,0,,0,38
366395,2,3754,0,,0,3754
366401,2,850,23,0,23,827
366465,2,199,0,,0,199
366535,2,243,0,,0,243
367103,2,52,0,0,0,52
367112,2,179,0,,0,179
367361,2,38,0,0,0,38
367459,2,1033,16,,16,1017
367875,2,260,0,0,0,260
368629,2,106,0,,0,106
368911,2,92,0,,0,92
369400,2,1190,2,,2,1188
369419,2,984,0,,0,984
369455,2,23,0,0,0,23
369668,2,183,0,0,0,183
371690,2,216,9,0,9,207
371928,2,37,0,0,0,37
372329,2,204,0,,0,204
372921,2,288,0,,0,288
373085,2,31,0,,0,31
375407,2,78,0,,0,78
375416,2,407,0,0,0,407
375683,2,78,0,,0,78
375939,2,15,0,,0,15
377218,2,52,0,,0,52
377458,2,20,0,0,0,20
377643,2,23,0,,0,23
377652,2,54,0,,0,54
377722,2,60,0,,0,60
378105,2,75,0,,0,75
378956,2,294,0,0,0,294
379746,2,271,0,,0,271
379782,2,35,0,0,0,35
381486,2,3,0,,0,3
382911,2,10,0,,0,10
382957,2,178,0,,0,178
383084,2,727,0,,0,727
383190,2,365,14,,14,351
383996,2,54,0,,0,54
384333,2,813,6,1,7,806
384342,2,553,0,,0,553
385503,2,102,0,,0,102
386153,2,409,0,,0,409
392415,2,247,0,,0,247
393649,2,618,0,,0,618
395362,2,97,0,0,0,97
399212,2,1132,6,0,6,1126
403469,2,120,0,,0,120
403478,2,152,0,,0,152
403487,2,180,0,,0,180
404055,2,189,17,0,17,172
404426,2,247,4,0,4,243
404912,2,209,0,,0,209
405012,2,25,0,,0,25
405872,2,422,0,,0,422
406547,2,25,0,,0,25
407355,2,41,0,,0,41
407568,2,30,0,,0,30
408729,2,42,0,,0,42
412173,2,18,0,0,0,18
413626,2,32,0,0,0,32
413680,2,198,0,,0,198
413778,2,43,0,,0,43
414461,2,945,0,,0,945
414911,2,235,0,0,0,235
414939,2,358,0,0,0,358
416458,2,75,0,,0,75
417248,2,52,0,0,0,52
417275,2,52,0,0,0,52
417327,2,7,0,,0,7
418296,2,417,0,,0,417
418533,2,46,0,,0,46
418889,2,25,0,,0,25
419183,2,91,0,,0,91
419226,2,201,0,,0,201
419244,2,37,0,0,0,37
419341,2,4,0,,0,4
420343,2,691,0,,0,691
420370,2,321,0,,0,321
420398,2,1897,0,,0,1897
420431,2,87,0,,0,87
420440,2,135,0,0,0,135
420468,2,25,0,0,0,25
420538,2,150,0,,0,150
420556,2,97,0,,0,97
420723,2,48,1,0,1,47
420981,2,352,0,,0,352
421513,2,38,0,,0,38
421841,2,101,0,0,0,101
422020,2,85,0,,0,85
422835,2,248,0,0,0,248
423120,2,228,0,0,0,228
423652,2,43,0,,0,43
425250,2,33,0,0,0,33
427308,2,51,0,0,0,51
427973,2,42,0,0,0,42
428055,2,98,0,,0,98
428392,2,225,8,,8,217
429128,2,8,0,0,0,8
430795,2,105,0,,0,105
430935,2,131,0,,0,131
431141,2,857,0,,0,857
431600,2,1,0,0,0,1
432524,2,65,0,,0,65
434016,2,23,0,0,0,23
434061,2,1135,0,,0,1135
434140,2,221,0,,0,221
434159,2,348,0,,0,348
434432,2,5,0,0,0,5
434469,2,17,0,,0,17
434539,2,3,0,,0,3
434672,2,1921,20,,20,1901
434751,2,21,0,,0,21
434821,2,135,0,,0,135
434830,2,81,0,,0,81
436304,2,427,0,0,0,427
436599,2,1,0,,0,1
437103,2,1128,0,,0,1128
437237,2,34,0,,0,34
437635,2,886,0,,0,886
437732,2,112,0,0,0,112
437750,2,46,2,0,2,44
437769,2,54,0,,0,54
437936,2,187,0,,0,187
438179,2,130,12,0,12,118
438221,2,124,0,,0,124
438258,2,76,0,,0,76
438504,2,726,3,,3,723
438708,2,30,0,,0,30
438735,2,18,0,0,0,18
439118,2,125,0,,0,125
439491,2,165,0,,0,165
439570,2,615,0,,0,615
439738,2,149,0,0,0,149
439792,2,134,0,,0,134
439899,2,32,0,,0,32
440059,2,164,0,0,0,164
440262,2,178,0,0,0,178
440271,2,123,0,0,0,123
440402,2,257,0,0,0,257
440776,2,26,0,0,0,26
441025,2,267,0,,0,267
441052,2,190,0,0,0,190
441070,2,7,0,,0,7
441168,2,24,0,,0,24
441371,2,4940,187,0,187,4753
441423,2,247,0,,0,247
441487,2,8,0,,0,8
441496,2,29,0,0,0,29
441645,2,41,0,,0,41
441742,2,642,0,,0,642
441760,2,590,0,,0,590
441788,2,56,0,0,0,56
441858,2,96,0,,0,96
442134,2,240,1,,1,239
442383,2,28,0,,0,28
442435,2,29,0,0,0,29
442444,2,363,0,,0,363
442523,2,34,0,,0,34
442602,2,136,0,,0,136
442611,2,727,0,,0,727
442781,2,39,0,0,0,39
442879,2,284,0,0,0,284
443261,2,18,0,,0,18
443377,2,11,0,,0,11
443492,2,345,4,,4,341
443571,2,166,0,0,0,166
443696,2,19,0,0,0,19
443748,2,300,0,,0,300
444051,2,50,0,,0,50
444219,2,909,21,0,21,888
444334,2,3,0,,0,3
444361,2,83,0,0,0,83
444556,2,418,0,,0,418
444565,2,65,0,,0,65
444714,2,129,0,,0,129
444811,2,168,0,,0,168
444866,2,17,0,,0,17
444954,2,321,0,,0,321
445230,2,455,0,,0,455
445249,2,261,0,,0,261
445364,2,380,0,0,0,380
445461,2,390,0,,0,390
445744,2,139,0,,0,139
445762,2,13,0,0,0,13
445799,2,595,5,,5,590
445911,2,692,0,,0,692
445948,2,1134,0,0,0,1134
446109,2,41,0,,0,41
446118,2,193,0,,0,193
446127,2,15,0,,0,15
446163,2,64,0,,0,64
446303,2,3,0,,0,3
446552,2,1751,0,,0,1751
446598,2,1,0,0,0,1
446774,2,281,0,,0,281
447351,2,202,0,,0,202
447582,2,224,0,,0,224
447591,2,1034,0,,0,1034
447713,2,36,0,,0,36
447759,2,19,0,,0,19
447768,2,998,0,0,0,998
447777,2,12,0,,0,12
447935,2,63,0,,0,63
447999,2,59,0,0,0,59
448026,2,49,0,,0,49
448372,2,31,0,,0,31
448433,2,700,2,,2,698
448594,2,417,4,0,4,413
448600,2,40,0,,0,40
448619,2,55,0,,0,55
448770,2,154,0,,0,154
448859,2,32,0,0,0,32
449074,2,323,0,,0,323
449083,2,227,0,,0,227
449092,2,196,0,0,0,196
449250,2,707,0,,0,707
449445,2,56,0,0,0,56
449506,2,1,0,,0,1
449524,2,10,0,,0,10
449612,2,15,0,0,0,15
449676,2,254,0,0,0,254
449728,2,7,0,,0,7
449861,2,113,0,0,0,113
450058,2,243,0,,0,243
450067,2,187,0,,0,187
450128,2,285,0,,0,285
450395,2,24,0,,0,24
450401,2,386,0,,0,386
450696,2,196,0,,0,196
450702,2,81,0,,0,81
450960,2,101,0,,0,101
451228,2,112,0,,0,112
451352,2,75,0,,0,75
451413,2,16,0,0,0,16
451477,2,748,0,,0,748
451857,2,123,0,,0,123
452009,2,16,0,,0,16
452081,2,126,0,,0,126
452106,2,23,0,,0,23
452124,2,169,0,,0,169
452373,2,4,0,0,0,4
453792,2,61,0,,0,61
454537,2,41,0,0,0,41
454698,2,225,0,0,0,225
454810,2,5865,17,0,17,5848
454865,2,29,0,,0,29
454935,2,45,0,,0,45
455114,2,962,0,,0,962
455196,2,258,0,,0,258
455202,2,32,0,,0,32
455336,2,56,0,0,0,56
455479,2,147,0,,0,147
455512,2,285,2,0,2,283
455628,2,202,0,,0,202
455734,2,156,0,,0,156
455868,2,104,0,,0,104
455983,2,403,0,,0,403
456038,2,178,1,,1,177
456153,2,29,0,0,0,29
456205,2,278,0,,0,278
456214,2,193,0,0,0,193
456287,2,57,0,,0,57
456454,2,144,0,,0,144
456506,2,97,0,,0,97
456551,2,30,0,,0,30
456579,2,243,0,,0,243
456852,2,255,0,,0,255
456968,2,106,0,,0,106
456977,2,92,0,0,0,92
457101,2,119,0,,0,119
457110,2,82,0,,0,82
457387,2,87,0,,0,87
457411,2,20,0,0,0,20
457536,2,56,0,,0,56
457679,2,5,0,,0,5
457800,2,904,0,0,0,904
457916,2,15,0,0,0,15
457925,2,3,0,,0,3
458034,2,3,0,,0,3
458140,2,7,0,1,1,6
458168,2,24,0,,0,24
458405,2,275,0,,0,275
458441,2,230,0,,0,230
458681,2,106,0,,0,106
459329,2,141,0,,0,141
459514,2,134,0,,0,134
459550,2,27,0,0,0,27
459958,2,197,0,,0,197
460020,2,166,0,,0,166
460136,2,707,2,,2,705
460181,2,425,0,,0,425
460190,2,275,0,,0,275
460206,2,483,0,,0,483
460385,2,4,0,0,0,4
460394,2,862,16,0,16,846
460464,2,783,8,0,8,775
460543,2,1093,7,,7,1086
460677,2,169,0,,0,169
460756,2,186,0,0,0,186
460817,2,287,0,,0,287
460826,2,474,0,,0,474
460835,2,336,0,,0,336
460862,2,37,0,,0,37
461014,2,191,4,0,4,187
461111,2,30,0,,0,30
461218,2,229,0,,0,229
461245,2,45,0,,0,45
461254,2,52,0,,0,52
461315,2,14,0,0,0,14
461573,2,79,0,,0,79
461591,2,22,0,,0,22
461689,2,159,0,,0,159
461865,2,102,0,0,0,102
461953,2,60,0,0,0,60
461999,2,69,0,,0,69
467368,2,16,0,,0,16
468246,2,93,0,,0,93
468255,2,41,0,,0,41
469629,2,171,0,,0,171
470047,2,34,0,,0,34
475015,2,68,0,,0,68
475060,2,182,0,,0,182
475176,2,307,0,,0,307
475477,2,6,0,0,0,6
475565,2,512,0,,0,512
476629,2,51,0,0,0,51
476683,2,24,0,,0,24
476726,2,452,0,0,0,452
476939,2,678,0,,0,678
477233,2,55,0,0,0,55
478953,2,78,0,,0,78
479965,2,2,0,,0,2
480028,2,41,0,,0,41
480037,2,739,0,,0,739
480727,2,27,0,,0,27
480824,2,636,0,,0,636
480833,2,495,0,,0,495
480851,2,48,0,,0,48
480967,2,59,0,0,0,59
481137,2,37,0,,0,37
481155,2,44,0,,0,44
481252,2,10,0,,0,10
481289,2,32,0,,0,32
481465,2,87,0,,0,87
481775,2,126,0,,0,126
482185,2,57,0,,0,57
482255,2,40,0,0,0,40
482963,2,131,0,,0,131
482990,2,166,0,,0,166
483045,2,485,0,,0,485
483212,2,627,0,,0,627
483647,2,14,0,,0,14
483814,2,86,0,,0,86
483920,2,61,0,,0,61
484002,2,712,0,,0,712
484066,2,249,0,,0,249
484367,2,276,0,0,0,276
484376,2,329,0,0,0,329
484932,2,389,8,,8,381
484950,2,81,0,,0,81
485458,2,141,0,,0,141
485500,2,7,0,,0,7
485564,2,198,0,,0,198
485856,2,2,0,,0,2
485953,2,22,0,,0,22
486123,2,5,0,,0,5
486372,2,50,0,0,0,50
486381,2,67,0,,0,67
486415,2,128,0,,0,128
486424,2,31,0,0,0,31
486558,2,29,0,0,0,29
486813,2,266,2,,2,264
486822,2,409,0,,0,409
486859,2,15,0,,0,15
487092,2,470,0,,0,470
487162,2,353,0,,0,353
487302,2,164,0,,0,164
487311,2,131,0,0,0,131
487320,2,1779,0,,0,1779
487393,2,558,0,,0,558
487409,2,431,0,,0,431
487418,2,622,0,,0,622
487445,2,495,0,,0,495
487454,2,440,0,,0,440
487490,2,865,0,,0,865
487588,2,346,0,,0,346
487597,2,552,0,,0,552
487658,2,45,0,,0,45
487977,2,263,0,,0,263
488059,2,5,0,,0,5
488077,2,658,0,,0,658
488332,2,36,0,0,0,36
488563,2,5,0,0,0,5
488730,2,802,0,,0,802
488934,2,471,0,,0,471
489201,2,823,19,0,19,804
489283,2,839,0,,0,839
489371,2,117,0,,0,117
489812,2,45,0,,0,45
490160,2,11,0,,0,11
490197,2,12,0,,0,12
490346,2,30,0,,0,30
490489,2,6,0,,0,6
490498,2,19,0,,0,19
490692,2,23,0,,0,23
490832,2,42,0,,0,42
490841,2,126,0,,0,126
490975,2,83,0,,0,83
491181,2,26,0,,0,26
491446,2,99,0,,0,99
491659,2,141,0,0,0,141
491738,2,42,0,,0,42
491817,2,132,0,,0,132
491844,2,31,0,0,0,31
491941,2,50,0,,0,50
491950,2,31,0,1,1,30
492449,2,149,0,,0,149
492722,2,544,0,,0,544
493132,2,535,2,,2,533
493451,2,6,0,0,0,6
493619,2,60,0,0,0,60
493646,2,147,0,,0,147
493682,2,44,0,0,0,44
493798,2,131,0,,0,131
494250,2,43,0,0,0,43
494436,2,102,0,,0,102
494463,2,146,0,,0,146
494588,2,82,1,,1,81
494694,2,29,0,,0,29
494764,2,10,0,0,0,10
494843,2,505,0,,0,505
494852,2,120,0,,0,120
494898,2,22,0,0,0,22
494995,2,12,0,,0,12
495147,2,16,0,,0,16
495183,2,68,0,0,0,68
495341,2,8,0,,0,8
495952,2,47,0,,0,47
495961,2,25,0,,0,25
496265,2,3,0,0,0,3
497277,2,378,0,,0,378
498386,2,131,0,0,0,131
101277,3,75,0,,0,75
102711,3,84,0,0,0,84
103741,3,56,0,,0,56
103954,3,7,0,0,0,7
104391,3,35,0,,0,35
104443,3,22,0,,0,22
104568,3,176,0,0,0,176
105677,3,20,0,0,0,20
106315,3,2,0,,0,2
106324,3,23,0,,0,23
106351,3,1,0,,0,1
106360,3,19,0,,0,19
106494,3,20,0,,0,20
