UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
417123,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,29,,76,
417248,96,96,100,,100,100,,100,100,95,,,,,,,,,,,,,,,,,,,,,100,,,,96,
417275,96,96,100,,100,100,,100,100,95,,100,,,,,,,,,,,,,,,,,,,100,,,,96,
417327,43,0,100,,,,,0,,67,33,,,,,,,,,,,,,,,,,,,,50,,0,,,
417442,70,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,80,,50,,,
417503,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,97,
417600,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,100,,57,
417628,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,
417637,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,29,
417646,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
417655,86,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,80,,100,,100,
417682,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
417716,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,100,,,
417725,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,100,
417734,100,100,100,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,
417752,17,0,25,,,,,,,17,,,,17,25,25,25,0,33,,,,,,,25,,,,25,0,0,100,100,0,0
417831,67,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,100,,100,,56,
417840,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,83,,0,
417868,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,86,,54,
417886,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
417910,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
417992,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
418001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,100,,50,
418010,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,100,,,
418029,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,0,,,
418038,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,0,,0,
418065,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,80,,59,
418083,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,
418126,24,7,37,,67,67,,0,10,33,,0,0,24,,,,,,,,,,,,,,,,,35,,50,,7,
418171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,
418199,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,70,
418205,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,100,,0,
418223,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,33,
418250,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
418269,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,67,,50,
418278,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,85,
418296,98,98,98,99,100,100,100,100,95,98,,100,,,,,,,,,,,,,,,,,,,100,,,,93,
418302,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,78,
418320,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,100,
418348,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,87,
418357,90,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,95,,,,0,
418409,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
418427,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,53,
418445,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,0,,0,
418454,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,97,,90,
418481,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,50,
418515,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,90,,100,
418524,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,50,,0,
418533,80,100,78,,,,,100,100,76,0,50,,,,,,,,,,,,,,,,,,,74,,89,,83,
418542,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,69,,50,
418560,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,57,,67,
418588,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,100,,0,
418658,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,72,,54,
418764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
418773,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,0,
418782,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,100,,100,
418889,72,71,100,,,,,67,50,75,,,,,,,,,,,,,,,,,,,,,100,,100,,42,
418913,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,
418968,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,0,
419031,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
419095,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,86,
419183,87,95,85,,,,,,89,82,100,,,,,,,,,,,,,,,,,,,,87,,80,,92,
419217,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
419226,64,66,60,0,50,0,100,60,78,64,60,,,,,,,,,,,,,,,,,,,,51,,,,74,
419235,80,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,77,,100,,94,
419244,22,23,17,,,,,0,40,75,,,,,,,,,,,,,,,,,,,,,14,,22,,50,
419253,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,60,,71,
419280,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,100,
419341,75,50,100,,0,,0,100,,,,,,,,,,,,,,,,,,,,,,,75,,,,,
419420,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,100,
419484,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,0,,,
419633,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,80,,56,
419703,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,80,,40,
419712,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,100,
419721,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,50,,33,
420024,80,100,78,,,,,70,100,86,100,,,,,,,,,,,,,,,,,,,,69,,100,,,
420042,0,0,0,,0,0,0,,0,,0,0,,,0,0,0,0,0,,0,0,0,,0,,0,0,,,0,0,,,0,0
420130,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,75,,62,
420255,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,25,,0,
420325,0,0,,,,,,,,0,,,,90,0,0,0,0,,,,,,,,0,,,,90,0,0,,,0,0
420343,72,73,47,67,78,77,100,57,72,76,75,0,,,,,,,,,,,,,,,,,,,68,,79,,81,
420370,57,56,57,,33,0,100,59,49,55,,,,,,,,,,,,,,,,,,,,,67,,19,,0,
420398,27,20,33,0,37,42,0,26,26,31,26,32,0,20,,,,,,,,,,,,,,,,,26,,17,,29,
420431,61,67,56,,,,,62,100,57,,100,,3,,,,,,,,,,,,,,,,,62,,,,58,
420440,24,23,24,0,50,50,,,0,23,33,,0,10,,,,,,,,,,,,,,,,,29,,30,,17,
420468,88,88,88,,,,,50,86,93,,100,,,,,,,,,,,,,,,,,,,83,,,,100,
420538,28,25,31,,,,,100,0,31,0,0,,6,,,,,,,,,,,,,,,,,40,,40,,21,
420556,16,18,15,0,0,0,,0,18,16,25,0,,18,,,,,,,,,,,,,,,,,18,,,,15,
420723,33,25,38,,100,100,,,43,28,25,0,33,13,,,,,,,,,,,,,,,,,34,,,,30,
420981,72,59,74,100,83,83,,46,66,82,,14,,,,,,,,,,,,,,,,,,,72,,,,0,
421513,71,100,69,,100,,100,46,100,79,100,,,,,,,,,,,,,,,,,,,,65,,100,,,
421610,71,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,40,,,,84,
421665,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
421708,60,100,50,,,,,0,50,100,,,,,60,60,60,100,50,,,,,0,50,100,,,,,,,100,100,50,50
421717,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,50,
421771,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,0,,,
421841,84,76,90,,,,,86,86,80,100,100,89,,,,,,,,,,,,,,,,,,89,,83,,73,
421878,42,0,43,,88,88,,44,29,25,,0,,,21,21,21,,21,,100,100,,0,14,0,,,,,38,17,86,50,17,
421896,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,51,
422020,60,63,0,,89,89,,57,60,38,100,80,,,,,,,,,,,,,,,,,,,66,,50,,45,
422695,75,0,80,,100,100,,100,77,0,,,,,,,,,,,,,,,,,,,,,78,,83,,0,
422835,67,48,71,,70,67,75,50,65,77,83,73,,,,,,,,,,,,,,,,,,,67,,67,,,
423120,75,67,75,,,,,,75,,,,,1,,,,,,,,,,,,,,,,,76,,,,29,
423397,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,86,
423412,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,43,
423652,16,7,21,0,,,,,22,16,0,,,19,,,,,,,,,,,,,,,,,22,,17,,0,
425250,63,67,62,,0,0,,64,63,73,,,,9,,,,,,,,,,,,,,,,,61,,100,,67,
425986,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,50,,,
426314,17,17,19,25,10,13,0,6,11,21,17,14,63,,10,16,17,17,19,25,13,18,0,3,11,19,19,17,57,,19,14,26,17,16,18
427308,89,100,88,,86,86,,,,100,,,,,,,,,,,,,,,,,,,,,89,,,,,
427335,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,29,
427894,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,88,
427973,48,59,0,,0,0,,38,60,53,43,50,,,,,,,,,,,,,,,,,,,49,,33,,50,
427982,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,100,
427991,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,11,
428019,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,40,
428055,71,46,87,,,,,,71,,,,,,,,,,,,,,,,,,,,,,86,,,,23,
428125,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,100,
428170,69,72,68,,50,50,,56,73,100,100,33,,,,,,,,,,,,,,,,,,,69,,67,,73,
428392,28,24,30,29,33,0,50,0,30,30,0,14,,11,,,,,,,,,,,,,,,,,27,,64,,22,
429128,13,33,0,,,,,0,14,,,,,50,,,,,,,,,,,,,,,,,0,,,,33,
430184,36,22,60,,,,,38,,0,,0,67,,15,23,23,11,50,,,,,25,,0,,0,50,,0,0,20,20,100,67
430227,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,100,,100,
430245,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,19,,89,
430306,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
430403,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,100,,41,
430564,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,29,
430582,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,80,,80,
430670,50,0,57,,,,,,50,,,,,,50,50,50,0,57,,,,,,50,,,,,,100,100,,,33,33
430795,93,100,89,,,,,100,,93,,,,,,,,,,,,,,,,,,,,,100,,,,0,
430883,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
430908,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,75,
430935,50,51,46,,,,,,50,,,,,11,,,,,,,,,,,,,,,,,50,,,,57,
430971,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,71,
431017,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,33,
431071,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
431105,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,0,,,
431123,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
431141,71,70,72,56,80,84,60,57,69,72,78,85,100,0,,,,,,,,,,,,,,,,,71,,86,,63,
431187,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,100,
431196,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,
431275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
431284,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,100,
431558,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,76,
431600,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,
431716,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,55,
431983,0,0,,,,,,,,0,,,,100,0,0,0,0,,,,,,,,0,,,,100,0,0,,,0,0
432117,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,67,,71,
432269,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,100,
432384,62,51,67,,89,100,75,43,63,75,42,,,,,,,,,,,,,,,,,,,,63,,89,,32,
432524,42,40,42,50,,,,46,75,56,25,0,,,,,,,,,,,,,,,,,,,66,,38,,0,
433004,67,100,60,,80,80,,,,,0,,,,67,67,67,100,60,,80,80,,,,,0,,,,67,67,67,67,,
433013,77,75,79,,80,80,,,69,100,,100,100,,,,,,,,,,,,,,,,,,73,,50,,89,
433040,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,41,
433068,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,71,
433101,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,68,,67,
433138,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,69,,55,
433174,33,0,50,,,,,,0,50,,,,67,,,,,,,,,,,,,,,,,33,,,,,
433387,49,44,57,40,33,50,0,25,46,52,0,75,0,1,33,43,49,44,57,40,33,50,0,25,46,52,0,75,0,1,44,44,50,50,51,51
433420,32,36,25,,0,0,,0,40,38,,0,,,67,67,67,67,,,,,,,100,50,,,,,19,,67,67,,
433536,23,25,22,,,,,18,50,33,0,0,,,10,20,20,33,14,,,,,50,50,0,0,,,,17,11,67,100,0,
433660,59,55,61,86,57,58,50,58,56,60,48,50,63,10,41,55,59,55,61,86,57,58,50,58,56,60,48,50,63,10,55,55,58,58,60,60
434016,13,15,10,13,,,,25,,0,0,,,,,,,,,,,,,,,,,,,,20,,0,,,
434061,31,42,19,25,24,33,20,25,27,32,30,76,23,12,,,,,,,,,,,,,,,,,27,,30,,39,
434140,57,44,60,100,50,50,50,60,58,62,47,0,,,,,,,,,,,,,,,,,,,54,,50,,68,
434159,51,50,56,0,100,100,,52,72,57,57,43,,,,,,,,,,,,,,,,,,,47,,75,,53,
434274,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,
434283,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,19,,,
434308,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,0,,7,
434344,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,100,,87,
434362,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,50,
434432,80,100,75,,,,,0,100,100,,,,20,,,,,,,,,,,,,,,,,80,,,,,
434469,100,100,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
434496,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,100,,79,
434539,33,0,50,,,,,0,50,,,,,33,,,,,,,,,,,,,,,,,33,,,,,
434584,75,50,83,86,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,75,
434672,16,16,16,0,18,18,20,9,16,26,17,24,19,21,,,,,,,,,,,,,,,,,12,,7,,23,
434751,19,25,11,18,,,,,,25,,,,14,,,,,,,,,,,,,,,,,24,,,,0,
434821,44,8,48,,0,0,,44,33,44,100,,,,,,,,,,,,,,,,,,,,45,,0,,,
434830,72,100,71,,,,,73,,71,,100,,,,,,,,,,,,,,,,,,,63,,93,,85,
434900,60,60,60,,,,,,60,,,,,4,6,11,27,28,27,,,,,,27,,,,,4,60,27,50,29,100,33
434937,0,0,,,,,,,,0,,,,100,0,0,0,0,,,,,,,,0,,,,100,0,0,,,0,0
436030,51,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,48,,78,,,
436304,32,39,22,0,17,0,18,21,52,37,45,40,50,17,,,,,,,,,,,,,,,,,21,,42,,44,
436429,46,46,47,33,68,68,,41,55,53,50,40,100,1,43,43,43,42,44,25,61,61,,36,54,47,55,35,100,1,44,39,54,52,51,49
436553,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
436599,100,100,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,100,
436614,55,33,63,100,,,,,0,56,,,,18,40,60,60,50,63,100,,,,,,56,,,,10,67,67,,,40,50
436632,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,71,,100,
436641,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,67,,100,
436650,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,50,,69,
436775,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,71,,87,
436818,60,54,65,,77,77,,52,43,65,43,43,50,22,39,57,60,54,65,,77,77,,52,43,65,43,43,50,22,60,60,55,55,62,62
436827,59,56,64,,75,75,,42,27,64,44,50,,21,45,56,59,56,64,,75,75,,42,27,64,44,50,,21,54,54,66,66,60,60
436836,64,61,67,,78,78,,51,57,65,83,40,65,13,43,61,64,61,67,,78,78,,51,57,65,83,40,65,13,62,62,56,56,66,66
437097,100,100,100,,,,,100,,100,100,100,,,100,100,100,100,,,,,,,,100,100,,,,,,,,100,100
437103,16,17,15,0,16,25,12,11,13,21,6,32,38,16,,,,,,,,,,,,,,,,,11,,11,,27,
437237,85,85,,,,,,100,100,87,100,71,100,,,,,,,,,,,,,,,,,,100,,91,,75,
437556,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,86,,84,
437608,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,14,
437635,55,46,56,36,75,71,100,40,58,59,36,56,,,,,,,,,,,,,,,,,,,65,,69,,23,
437723,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,71,
437732,35,24,37,,67,67,,31,17,47,50,25,,,,,,,,,,,,,,,,,,,36,,44,,15,
437750,46,45,50,,0,,0,40,0,49,,50,,,,,,,,,,,,,,,,,,,31,,38,,59,
437769,56,33,58,,,,,59,50,50,50,,,,,,,,,,,,,,,,,,,,48,,0,,71,
437778,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,43,,36,
437857,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,100,,50,
437936,54,34,58,,70,76,33,38,51,64,0,0,80,2,,,,,,,,,,,,,,,,,58,,79,,41,
438179,55,41,60,75,50,100,0,58,56,55,0,20,,1,,,,,,,,,,,,,,,,,55,,50,,67,
438221,52,35,56,,,,,67,67,50,50,100,,,,,,,,,,,,,,,,,,,52,,69,,27,
438258,50,75,49,,80,80,,22,68,50,0,,,1,,,,,,,,,,,,,,,,,58,,20,,45,
438285,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,57,
438337,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,50,
438504,43,42,65,50,65,62,75,33,48,43,42,14,,0,,,,,,,,,,,,,,,,,43,,52,,35,
438586,20,17,21,,0,0,,19,,44,0,10,,,7,10,10,13,7,,0,0,,4,,50,0,0,,,20,6,0,0,22,25
438674,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,
438708,37,42,33,,,,,0,0,42,0,,,3,,,,,,,,,,,,,,,,,27,,,,63,
438735,33,31,50,,,,,33,50,43,0,,,,,,,,,,,,,,,,,,,,20,,50,,50,
438984,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,22,
439118,61,42,65,,40,100,25,50,60,62,50,80,,,,,,,,,,,,,,,,,,,63,,33,,59,
439190,36,32,41,0,30,35,0,20,34,37,38,38,,23,,,,,,,,,,,,,,,,,27,,43,,38,
439367,76,75,76,,81,80,100,52,78,73,,85,,,,,,,,,,,,,,,,,,,85,,52,,19,
439394,100,,100,,,,,100,100,100,,,,,100,100,100,,100,,,,,100,100,100,,,,,100,100,100,100,100,100
439455,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,0,
439473,47,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,73,,17,,0,
439491,44,10,51,100,,,,45,67,39,,,,,,,,,,,,,,,,,,,,,43,,69,,0,
439570,54,34,55,52,43,43,,42,45,59,43,68,,,,,,,,,,,,,,,,,,,60,,49,,37,
439622,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,0,,0,
439668,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,79,
439686,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,
439701,52,50,53,,,,,,60,50,,,,4,47,60,67,50,78,,,,,,50,73,,,,7,50,75,67,100,50,56
439738,42,41,42,50,,,,40,50,48,,,,,,,,,,,,,,,,,,,,,42,,50,,20,
439747,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,90,
439774,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,67,,33,
439792,61,45,63,,100,100,,46,86,72,55,63,,,,,,,,,,,,,,,,,,,61,,54,,73,
439844,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,75,,86,
439862,22,33,17,,22,,22,,,,,,,,100,100,100,100,,,100,,100,,,,,,,,22,100,,,,
439871,83,,83,,,,,67,85,100,,,,,,,,,,,,,,,,,,,,,82,,100,,,
439899,53,50,58,,,,,,,53,0,,100,6,,,,,,,,,,,,,,,,,69,,0,,44,
439932,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,0,,,
439969,67,100,60,,100,100,,100,57,100,,,0,,,,,,,,,,,,,,,,,,63,,75,,,
440059,52,53,38,,78,100,0,37,40,80,68,,,,,,,,,,,,,,,,,,,,47,,59,,78,
440101,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,100,,67,
440226,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,75,,100,
440262,60,59,67,100,65,61,100,57,66,64,0,36,,,,,,,,,,,,,,,,,,,59,,67,,64,
440271,32,33,30,,,,,31,0,45,,,,,,,,,,,,,,,,,,,,,32,,50,,,
440396,82,88,77,,100,100,,,,100,,76,50,3,69,81,81,86,77,,100,100,,,,100,,74,50,3,,,,,82,81
440402,47,58,36,50,,,,30,0,55,67,36,50,6,,,,,,,,,,,,,,,,,42,,20,,59,
440651,42,38,44,,,,,,42,,,,,3,31,31,31,33,30,,,,,,31,,,,,3,42,31,,,0,
440730,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,73,,,
440749,17,0,25,,,,,0,,25,,,,,20,20,20,0,25,,,,,0,,25,,,,,33,50,,,0,0
440776,50,40,52,,,,,50,60,20,,,,,,,,,,,,,,,,,,,,,56,,50,,33,
440794,44,33,48,,,,,0,50,,,,,6,13,31,44,0,64,,,,,0,58,,,,,6,46,44,,,0,
440828,58,64,54,0,100,100,,,0,62,,,,21,38,58,58,64,54,0,100,100,,,0,62,,,,21,86,86,50,50,46,46
440855,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,100,,0,
440989,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,50,,19,
441025,50,61,43,100,50,0,100,47,53,54,71,50,,,,,,,,,,,,,,,,,,,35,,50,,68,
441052,65,41,70,0,73,68,100,50,66,58,70,67,,,,,,,,,,,,,,,,,,,65,,56,,75,
441070,29,0,67,17,,,,,,,100,,,14,,,,,,,,,,,,,,,,,50,,,,0,
441168,54,,54,100,,,,0,33,64,100,,,,,,,,,,,,,,,,,,,,44,,43,,75,
441210,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
441229,65,54,67,,33,50,29,47,61,77,100,63,,,62,62,62,100,58,,100,100,,,57,100,,33,,,64,100,78,50,50,25
441256,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,43,,40,
441371,50,44,50,40,56,74,41,45,63,55,71,55,,,,,,,,,,,,,,,,,,,50,,,,0,
441380,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,100,,80,
441414,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,3,
441423,81,78,82,,,,,67,82,,,,,1,,,,,,,,,,,,,,,,,82,,100,,25,
441487,38,100,29,,,,,,,38,,,,,,,,,,,,,,,,,,,,,33,,,,50,
441496,48,50,0,,,,,25,75,50,67,,,,,,,,,,,,,,,,,,,,55,,25,,100,
441502,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,20,,,
441575,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,50,
441593,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
441618,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,50,
441636,62,67,60,,,,,67,0,50,100,,,,,,,,,,,,,,,,,,,,58,,100,,,
441645,73,100,72,,100,100,,75,,74,0,,,,,,,,,,,,,,,,,,,,64,,100,,86,
441663,73,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,71,,89,,63,
441672,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,100,,,
441690,5,0,10,,,,,,5,,,,,11,0,0,0,0,0,,,,,,0,,,,,20,5,0,,,,
441706,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,93,
441742,49,46,50,0,60,60,,43,67,49,,53,,,,,,,,,,,,,,,,,,,50,,55,,33,
441760,27,37,16,75,26,26,,17,29,35,14,0,,10,,,,,,,,,,,,,,,,,22,,36,,33,
441788,46,45,67,,40,40,,24,40,58,100,100,100,,,,,,,,,,,,,,,,,,43,,33,,69,
441830,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,100,,0,
441858,94,89,96,,,,,91,82,97,100,,,,,,,,,,,,,,,,,,,,100,,100,,88,
441876,53,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,47,,100,,58,
441900,32,24,35,33,8,5,33,20,34,40,63,26,,24,14,25,32,24,35,33,8,5,33,20,34,40,63,26,,24,0,0,0,0,65,65
441937,57,49,60,0,52,53,0,28,54,64,60,71,48,6,30,50,57,49,60,0,52,53,0,28,54,64,60,71,48,6,55,55,64,64,57,57
