UNITID,OMCHRT,OMRCHRT,OMEXCLS,OMACHRT,OMCERT4,OMASSC4,OMBACH4,OMAWDN4,OMAWDP4,OMCERT6,OMASSC6,OMBACH6,OMAWDN6,OMAWDP6,OMCERT8,OMASSC8,OMBACH8,OMAWDN8,OMENRYI,OMENRAI,OMENRUN,OMNOAWD,OMAWDP8,OMENRTP,OMENRYP,OMENRAP,OMENRUP
117557,10,36,0,36,0,0,15,15,42,0,0,16,16,44,0,0,16,16,0,4,16,20,44,11,0,11,44
117575,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,25,25,0,75
117627,10,419,0,419,0,34,117,151,36,0,44,178,222,53,0,47,182,229,46,134,10,190,55,43,11,32,2
117645,10,3028,0,3028,27,805,,832,27,31,1033,,1064,35,33,1116,,1149,66,560,1253,1879,38,21,2,18,41
117690,10,833,0,833,10,250,,260,31,7,300,,307,37,6,326,,332,8,120,373,501,40,15,1,14,45
117706,10,1513,0,1513,19,574,,593,39,14,686,,700,46,14,718,,732,18,192,571,781,48,14,1,13,38
117715,10,278,0,278,2,42,,44,16,2,50,,52,19,2,52,,54,3,61,160,224,19,23,1,22,58
117724,10,644,0,644,89,116,,205,32,92,145,,237,37,94,155,,249,6,80,309,395,39,13,1,12,48
117733,10,1097,0,1097,15,319,,334,30,14,396,,410,37,14,421,,435,19,139,504,662,40,14,2,13,46
117751,10,195,1,194,0,0,102,102,53,0,0,125,125,64,0,0,131,131,0,13,50,63,68,7,0,7,26
117788,10,1074,0,1074,29,253,,282,26,27,327,,354,33,27,349,,376,17,134,547,698,35,14,2,12,51
117867,10,619,0,619,4,148,,152,25,5,202,,207,33,5,215,,220,8,68,323,399,36,12,1,11,52
117894,10,919,0,919,17,355,,372,40,19,400,,419,46,19,422,,441,17,134,327,478,48,16,2,15,36
117946,10,1384,2,1382,0,0,1027,1027,74,0,0,1139,1139,82,0,0,1150,1150,1,165,66,232,83,12,0,12,5
118198,10,318,0,318,129,24,,153,48,129,24,,153,48,129,24,,153,0,13,152,165,48,4,0,4,48
118347,10,287,0,287,2,99,,101,35,2,116,,118,41,2,119,,121,5,61,100,166,42,23,2,21,35
118684,10,284,0,284,1,90,,91,32,0,101,,101,36,1,106,,107,7,39,131,177,38,16,2,14,46
118693,10,194,0,194,0,0,85,85,44,0,0,103,103,53,0,0,106,106,1,49,38,88,55,26,1,25,20
118718,10,1420,0,1420,17,421,,438,31,23,515,,538,38,25,545,,570,21,192,637,850,40,15,1,14,45
118772,10,291,0,291,17,52,,69,24,17,67,,84,29,18,76,,94,6,52,139,197,32,20,2,18,48
118912,10,1595,0,1595,44,655,0,699,44,45,732,2,779,49,44,760,2,806,13,335,441,789,51,22,1,21,28
118930,10,412,0,412,2,125,,127,31,3,147,,150,36,3,163,,166,4,81,161,246,40,21,1,20,39
118976,10,1753,0,1753,32,484,0,516,29,37,588,0,625,36,37,634,0,671,46,263,773,1082,38,18,3,15,44
119067,10,686,0,686,3,245,,248,36,5,279,,284,41,4,296,,300,0,142,244,386,44,21,0,21,36
119137,10,1545,0,1545,10,640,,650,42,8,718,,726,47,9,751,,760,333,324,128,785,49,43,22,21,8
119164,10,2992,0,2992,40,1247,,1287,43,34,1435,,1469,49,37,1504,,1541,44,481,926,1451,52,18,1,16,31
119173,10,463,0,463,0,27,175,202,44,0,37,258,295,64,0,37,262,299,2,131,31,164,65,29,0,28,7
119216,10,1483,0,1483,5,474,,479,32,5,553,,558,38,5,591,,596,0,286,601,887,40,19,0,19,41
119270,10,575,0,575,161,120,8,289,50,161,118,14,293,51,161,117,16,294,1,5,275,281,51,1,0,1,48
119331,10,650,0,650,11,276,,287,44,10,313,,323,50,9,331,,340,0,98,212,310,52,15,0,15,33
119605,10,30,0,30,0,1,4,5,17,0,2,12,14,47,0,2,13,15,0,2,13,15,50,7,0,7,43
119775,10,62,0,62,0,0,5,5,8,0,0,16,16,26,0,0,16,16,0,0,46,46,26,0,0,0,74
120078,10,377,0,377,256,0,,256,68,256,0,,256,68,256,0,,256,0,1,120,121,68,0,0,0,32
120166,10,22,0,22,0,0,5,5,23,0,0,9,9,41,0,0,9,9,0,5,8,13,41,23,0,23,36
120184,10,177,0,177,0,0,68,68,38,0,2,83,85,48,0,2,87,89,0,71,17,88,50,40,0,40,10
120254,10,548,0,548,0,0,424,424,77,0,0,457,457,83,0,0,460,460,0,70,18,88,84,13,0,13,3
120290,10,919,0,919,12,480,,492,54,11,520,,531,58,10,539,,549,0,137,233,370,60,15,0,15,25
120342,10,2775,0,2775,35,1268,,1303,47,43,1410,,1453,52,40,1474,,1514,22,419,820,1261,55,16,1,15,30
120403,10,255,0,255,0,0,161,161,63,0,0,179,179,70,0,0,185,185,0,6,64,70,73,2,0,2,25
120421,10,633,0,633,15,192,,207,33,15,233,,248,39,15,250,,265,237,46,85,368,42,45,37,7,13
120537,10,91,0,91,1,0,27,28,31,1,0,43,44,48,0,0,45,45,0,35,11,46,49,38,0,38,12
120661,10,529,0,529,374,30,,404,76,374,30,,404,76,374,30,,404,0,1,124,125,76,0,0,0,23
120838,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,100
120865,10,337,1,336,3,25,70,98,29,3,31,149,183,54,3,32,149,184,0,114,38,152,55,34,0,34,11
120883,10,932,0,932,73,0,415,488,52,38,0,616,654,70,19,0,649,668,2,188,74,264,72,20,0,20,8
120953,10,127,0,127,16,16,,32,25,15,22,,37,29,15,24,,39,0,21,67,88,31,17,0,17,53
120971,10,2347,0,2347,60,799,,859,37,61,920,,981,42,60,967,,1027,21,463,836,1320,44,21,1,20,36
121044,10,3329,0,3329,29,1476,,1505,45,34,1680,,1714,51,34,1753,,1787,34,561,947,1542,54,18,1,17,28
121150,10,660,0,660,0,0,526,526,80,0,0,585,585,89,0,0,588,588,0,55,17,72,89,8,0,8,3
121257,10,268,0,268,0,0,202,202,75,0,0,223,223,83,0,0,228,228,1,0,39,40,85,0,0,0,15
121275,10,38,0,38,0,10,12,22,58,0,10,12,22,58,0,10,12,22,0,0,16,16,58,0,0,0,42
121309,10,588,0,588,0,0,384,384,65,0,0,425,425,72,0,0,429,429,1,133,25,159,73,23,0,23,4
121345,10,450,1,449,0,0,399,399,89,0,0,422,422,94,0,0,424,424,0,16,9,25,94,4,0,4,2
121363,10,552,0,552,10,179,,189,34,11,205,,216,39,11,220,,231,11,76,234,321,42,16,2,14,42
121619,10,1595,0,1595,50,538,0,588,37,52,615,0,667,42,50,646,0,696,0,146,753,899,44,9,0,9,47
121691,10,741,0,741,0,0,470,470,63,1,0,540,541,73,1,0,547,548,2,56,135,193,74,8,0,8,18
121707,10,506,0,506,16,106,,122,24,13,130,,143,28,13,144,,157,8,117,224,349,31,25,2,23,44
121886,10,1034,0,1034,9,322,0,331,32,7,393,0,400,39,11,424,0,435,0,176,423,599,42,17,0,17,41
121901,10,1819,0,1819,36,635,,671,37,39,738,,777,43,38,790,,828,23,320,648,991,46,19,1,18,36
122180,10,1614,0,1614,30,494,,524,32,30,603,,633,39,31,635,,666,27,233,688,948,41,16,2,14,43
122205,10,1681,0,1681,77,680,,757,45,99,763,,862,51,101,791,,892,14,304,471,789,53,19,1,18,28
122339,10,1188,0,1188,32,343,,375,32,35,392,,427,36,32,424,,456,0,219,513,732,38,18,0,18,43
122375,10,1675,0,1675,4,602,0,606,36,4,689,0,693,41,5,720,1,726,0,359,590,949,43,21,0,21,35
122384,10,804,0,804,15,367,,382,48,15,416,,431,54,14,436,,450,0,128,226,354,56,16,0,16,28
122409,10,4818,0,4818,0,0,2235,2235,46,0,0,3660,3660,76,0,0,3741,3741,18,741,318,1077,78,16,0,15,7
122436,10,1159,2,1157,0,0,782,782,68,0,0,926,926,80,0,0,934,934,1,175,47,223,81,15,0,15,4
122506,10,40,1,39,0,0,27,27,69,0,0,28,28,72,0,0,28,28,0,0,11,11,72,0,0,0,28
122597,10,3761,0,3761,0,0,915,915,24,0,0,2052,2052,55,0,0,2173,2173,41,1065,482,1588,58,29,1,28,13
122612,10,1542,1,1541,0,0,962,962,62,0,0,1096,1096,71,0,0,1103,1103,3,306,129,438,72,20,0,20,8
122658,10,2483,0,2483,37,838,,875,35,41,976,,1017,41,43,1019,,1062,0,374,1047,1421,43,15,0,15,42
122685,10,640,0,640,172,106,0,278,43,172,107,0,279,44,174,107,2,283,0,40,317,357,44,6,0,6,50
122694,10,172,0,172,14,89,,103,60,15,89,,104,60,15,89,,104,1,8,59,68,60,5,1,5,34
122728,10,214,0,214,4,0,102,106,50,4,0,111,115,54,4,0,112,116,0,73,25,98,54,34,0,34,12
122746,10,549,0,549,31,143,,174,32,33,174,,207,38,33,184,,217,4,96,232,332,40,18,1,17,42
122755,10,3415,0,3415,0,0,656,656,19,0,0,2239,2239,66,0,0,2384,2384,30,738,263,1031,70,22,1,22,8
122791,10,911,0,911,45,391,,436,48,42,438,,480,53,41,455,,496,1,137,277,415,54,15,0,15,30
122889,10,3595,0,3595,114,1295,,1409,39,116,1392,,1508,42,115,1423,,1538,16,522,1519,2057,43,15,0,15,42
122931,10,1322,2,1320,0,0,1158,1158,88,0,0,1212,1212,92,0,0,1216,1216,0,88,16,104,92,7,0,7,1
122977,10,3808,0,3808,94,1399,0,1493,39,106,1589,2,1697,45,108,1652,2,1762,0,689,1357,2046,46,18,0,18,36
123013,10,1824,0,1824,112,688,,800,44,109,785,,894,49,110,826,,936,37,234,617,888,51,15,2,13,34
123165,10,249,3,246,0,0,201,201,82,0,0,217,217,88,0,0,217,217,0,16,13,29,88,7,0,7,5
123217,10,1750,0,1750,76,537,,613,35,81,636,,717,41,83,672,,755,26,224,745,995,43,14,1,13,43
123280,10,4,0,4,0,0,1,1,25,0,1,2,3,75,0,1,3,4,0,0,0,0,100,0,0,0,0
123299,10,888,0,888,25,225,0,250,28,24,260,0,284,32,24,274,0,298,16,151,423,590,34,19,2,17,48
123341,10,2125,0,2125,23,872,,895,42,21,979,,1000,47,22,1010,,1032,30,403,660,1093,49,20,1,19,31
123457,10,127,0,127,0,0,53,53,42,0,0,63,63,50,0,0,64,64,0,45,18,63,50,35,0,35,14
123484,10,215,0,215,13,58,,71,33,12,61,,73,34,13,69,,82,0,60,73,133,38,28,0,28,34
123509,10,694,0,694,24,291,0,315,45,25,326,0,351,51,26,335,1,362,10,129,193,332,52,20,1,19,28
123527,10,1170,0,1170,11,282,,293,25,13,353,,366,31,15,378,,393,0,174,603,777,34,15,0,15,52
123554,10,581,0,581,0,0,366,366,63,0,0,421,421,72,0,0,442,442,0,22,117,139,76,4,0,4,20
123563,10,880,0,880,18,277,0,295,34,19,324,2,345,39,19,352,3,374,11,166,329,506,43,20,1,19,37
123572,10,1795,0,1795,0,0,629,629,35,0,0,1078,1078,60,0,0,1112,1112,5,548,130,683,62,31,0,31,7
123642,10,40,1,39,18,9,,27,69,18,9,,27,69,18,10,,28,1,0,10,11,72,3,3,0,26
123651,10,323,0,323,0,0,185,185,57,0,0,201,201,62,0,0,204,204,0,98,21,119,63,30,0,30,7
123679,10,453,0,453,311,59,,370,82,311,59,,370,82,311,59,,370,0,3,80,83,82,1,0,1,18
123800,10,2105,0,2105,27,688,,715,34,30,813,,843,40,29,860,,889,32,321,863,1216,42,17,2,15,41
123952,10,35,1,34,0,0,9,9,26,0,0,26,26,76,0,0,29,29,0,0,5,5,85,0,0,0,15
123961,10,3678,8,3670,0,0,2860,2860,78,0,0,3355,3355,91,0,0,3387,3387,79,194,10,283,92,7,2,5,0
124113,10,408,0,408,1,166,,167,41,2,181,,183,45,2,186,,188,0,76,144,220,46,19,0,19,35
124292,10,89,0,89,0,0,71,71,80,0,0,75,75,84,0,0,75,75,0,9,5,14,84,10,0,10,6
124487,10,5,0,5,0,0,1,1,20,0,0,1,1,20,0,0,1,1,0,0,4,4,20,0,0,0,80
124706,10,378,2,376,297,28,,325,86,297,28,,325,86,297,28,,325,0,0,51,51,86,0,0,0,14
124937,10,236,0,236,169,18,,187,79,169,18,,187,79,169,18,,187,0,0,49,49,79,0,0,0,21
125028,10,1383,0,1383,29,591,,620,45,29,671,,700,51,29,700,,729,358,155,141,654,53,37,26,11,10
125091,10,3345,0,3345,77,1068,,1145,34,104,1266,,1370,41,175,1313,,1488,124,248,1485,1857,44,11,4,7,44
125170,10,610,0,610,22,184,,206,34,20,205,,225,37,20,215,,235,5,132,238,375,39,22,1,22,39
125462,10,331,0,331,6,112,,118,36,8,123,,131,40,7,129,,136,2,52,141,195,41,16,1,16,43
125471,10,625,0,625,11,167,0,178,28,12,194,1,207,33,11,202,1,214,8,76,327,411,34,13,1,12,52
125499,10,736,0,736,2,314,,316,43,3,352,,355,48,4,367,,371,7,178,180,365,50,25,1,24,24
125532,10,206,1,205,98,35,,133,65,97,36,,133,65,95,38,,133,1,1,70,72,65,1,0,0,34
125727,10,375,0,375,0,0,265,265,71,0,0,270,270,72,0,0,271,271,0,2,102,104,72,1,0,1,27
125763,10,392,1,391,0,0,231,231,59,0,0,251,251,64,0,0,251,251,0,107,33,140,64,27,0,27,8
125897,10,152,0,152,0,0,52,52,34,0,0,93,93,61,0,0,99,99,0,30,23,53,65,20,0,20,15
126076,10,54,0,54,0,0,9,9,17,0,0,9,9,17,0,0,9,9,0,36,9,45,17,67,0,67,17
126119,10,940,0,940,22,263,,285,30,21,298,,319,34,23,316,,339,0,159,442,601,36,17,0,17,47
126182,10,478,4,474,0,63,63,126,27,0,23,132,155,33,0,23,132,155,5,213,101,319,33,46,1,45,21
126207,10,449,0,449,80,96,,176,39,79,105,,184,41,81,108,,189,4,88,168,260,42,20,1,20,37
126289,10,507,1,506,38,101,0,139,27,37,121,0,158,31,37,124,1,162,4,170,170,344,32,34,1,34,34
126359,10,106,0,106,0,36,,36,34,0,52,,52,49,0,53,,53,0,13,40,53,50,12,0,12,38
126562,10,1309,3,1306,0,0,273,273,21,0,0,574,574,44,0,0,615,615,13,456,222,691,47,36,1,35,17
126580,10,1723,2,1721,0,0,407,407,24,0,0,757,757,44,0,0,803,803,42,565,311,918,47,35,2,33,18
126605,10,146,0,146,2,93,,95,65,2,93,,95,65,2,93,,95,0,1,50,51,65,1,0,1,34
126614,10,5915,20,5895,0,0,2898,2898,49,0,0,4251,4251,72,0,0,4360,4360,33,985,517,1535,74,17,1,17,9
126669,10,428,0,428,1,6,207,214,50,1,6,233,240,56,1,7,239,247,1,73,107,181,58,17,0,17,25
126678,10,579,0,579,0,0,465,465,80,0,0,505,505,87,0,0,508,508,0,48,23,71,88,8,0,8,4
126687,10,301,0,301,219,19,0,238,79,219,19,0,238,79,219,19,0,238,0,1,62,63,79,0,0,0,21
126711,10,520,0,520,35,98,6,139,27,37,97,28,162,31,38,95,31,164,2,138,216,356,32,27,0,27,42
126748,10,164,0,164,23,40,,63,38,23,40,,63,38,23,41,,64,2,48,50,100,39,30,1,29,30
126775,10,1004,0,1004,0,0,653,653,65,0,0,845,845,84,0,0,850,850,0,134,20,154,85,13,0,13,2
126784,10,70,0,70,0,54,,54,77,0,54,,54,77,0,54,,54,0,0,16,16,77,0,0,0,23
126818,10,4312,8,4304,0,0,2005,2005,47,0,0,3000,3000,70,0,0,3044,3044,25,741,494,1260,71,18,1,17,11
126827,10,1532,0,1532,0,110,153,263,17,0,109,212,321,21,0,110,217,327,15,245,945,1205,21,17,1,16,62
126863,10,349,0,349,47,64,,111,32,49,76,,125,36,46,83,,129,3,115,102,220,37,34,1,33,29
126942,10,859,0,859,33,140,0,173,20,34,167,0,201,23,34,167,0,201,10,430,218,658,23,51,1,50,25
126951,10,535,0,535,287,42,,329,61,287,42,,329,61,287,42,,329,0,12,194,206,61,2,0,2,36
127060,10,1444,1,1443,0,0,962,962,67,0,0,1082,1082,75,0,0,1096,1096,3,344,0,347,76,24,0,24,0
127185,10,800,1,799,0,0,227,227,28,0,0,328,328,41,0,0,341,341,4,275,179,458,43,35,1,34,22
127200,10,1519,1,1518,169,281,0,450,30,166,348,0,514,34,161,370,0,531,25,421,541,987,35,29,2,28,36
127389,10,140,1,139,16,43,,59,42,15,44,,59,42,16,44,,60,0,36,43,79,43,26,0,26,31
127556,10,1894,9,1885,71,72,289,432,23,61,86,578,725,38,66,86,622,774,27,521,563,1111,41,29,1,28,30
127565,10,1987,0,1987,0,0,176,176,9,0,0,564,564,28,0,0,652,652,33,741,561,1335,33,39,2,37,28
127617,10,93,0,93,15,30,0,45,48,13,36,0,49,53,13,37,0,50,0,17,26,43,54,18,0,18,28
127653,10,72,0,72,0,0,11,11,15,0,0,24,24,33,0,0,24,24,2,31,15,48,33,46,3,43,21
127714,10,9,0,9,0,3,1,4,44,0,3,2,5,56,0,3,2,5,0,2,2,4,56,22,0,22,22
127732,10,396,1,395,15,140,,155,39,15,142,,157,40,15,142,,157,0,132,106,238,40,33,0,33,27
127741,10,1946,7,1939,0,0,632,632,33,0,0,996,996,51,0,0,1022,1022,3,680,234,917,53,35,0,35,12
127778,10,231,0,231,32,54,,86,37,31,59,,90,39,31,59,,90,0,78,63,141,39,34,0,34,27
127820,10,2053,4,2049,152,256,0,408,20,169,327,0,496,24,168,351,1,520,51,582,896,1529,25,31,2,28,44
127884,10,609,4,605,79,88,0,167,28,76,111,0,187,31,78,120,0,198,16,101,290,407,33,19,3,17,48
127909,10,647,0,647,96,110,0,206,32,96,128,0,224,35,98,133,0,231,8,200,208,416,36,32,1,31,32
127918,10,503,1,502,5,0,266,271,54,7,0,333,340,68,7,0,340,347,1,112,42,155,69,23,0,22,8
127945,10,167,0,167,0,0,19,19,11,0,0,32,32,19,0,0,33,33,0,54,80,134,20,32,0,32,48
128106,10,890,0,890,0,0,173,173,19,0,0,329,329,37,0,0,343,343,2,281,264,547,39,32,0,32,30
128179,10,545,2,543,0,354,,354,65,0,354,,354,65,0,354,,354,0,6,183,189,65,1,0,1,34
128188,10,390,1,389,108,169,,277,71,108,169,,277,71,108,169,,277,0,1,111,112,71,0,0,0,29
128258,10,306,0,306,89,63,0,152,50,85,70,0,155,51,85,70,0,155,4,72,75,151,51,25,1,24,25
128328,10,1138,10,1128,0,0,970,970,86,0,0,986,986,87,0,0,986,986,0,0,142,142,87,0,0,0,13
128391,10,460,2,458,0,0,170,170,37,0,0,231,231,50,0,0,234,234,0,195,29,224,51,43,0,43,6
128498,10,176,0,176,0,19,51,70,40,0,11,73,84,48,0,10,75,85,0,56,35,91,48,32,0,32,20
128577,10,276,0,276,55,45,,100,36,56,52,,108,39,56,56,,112,0,66,98,164,41,24,0,24,36
128586,10,16,0,16,0,2,0,2,13,0,2,0,2,13,0,2,0,2,0,12,2,14,13,75,0,75,13
128744,10,569,0,569,0,9,156,165,29,0,9,218,227,40,0,9,221,230,1,229,109,339,40,40,0,40,19
128771,10,1412,3,1409,0,0,377,377,27,0,0,730,730,52,0,0,785,785,17,404,203,624,56,30,1,29,14
128902,10,500,0,500,0,0,388,388,78,0,0,408,408,82,0,0,409,409,0,74,17,91,82,15,0,15,3
129020,10,3599,5,3594,0,20,2579,2599,72,0,21,2961,2982,83,0,21,2994,3015,6,325,248,579,84,9,0,9,7
129154,10,206,0,206,46,33,16,95,46,45,30,26,101,49,46,24,33,103,1,53,49,103,50,26,0,26,24
129215,10,884,18,866,0,0,385,385,44,0,0,486,486,56,0,0,499,499,3,301,63,367,58,35,0,35,7
129242,10,1056,0,1056,0,0,843,843,80,0,0,869,869,82,0,0,870,870,0,156,30,186,82,15,0,15,3
129367,10,377,0,377,2,40,,42,11,3,57,,60,16,3,62,,65,0,126,186,312,17,33,0,33,49
129525,10,1189,0,1189,0,29,508,537,45,0,31,646,677,57,0,31,654,685,8,426,70,504,58,37,1,36,6
129543,10,693,0,693,20,86,,106,15,18,118,,136,20,18,126,,144,26,153,370,549,21,26,4,22,53
129695,10,934,0,934,6,194,,200,21,7,234,,241,26,10,241,,251,0,288,395,683,27,31,0,31,42
129729,10,909,0,909,25,173,,198,22,27,204,,231,25,27,216,,243,35,218,413,666,27,28,4,24,45
129756,10,452,0,452,3,90,,93,21,3,103,,106,23,4,111,,115,7,100,230,337,25,24,2,22,51
129774,10,149,0,149,0,2,80,82,55,0,2,87,89,60,0,2,87,89,0,35,25,60,60,23,0,23,17
129808,10,592,0,592,2,115,,117,20,2,142,,144,24,2,147,,149,16,138,289,443,25,26,3,23,49
129941,10,1259,4,1255,1,17,682,700,56,3,19,793,815,65,3,19,804,826,0,230,199,429,66,18,0,18,16
130004,10,765,0,765,6,111,,117,15,8,158,,166,22,9,177,,186,29,190,360,579,24,29,4,25,47
130040,10,204,0,204,0,60,,60,29,0,64,,64,31,1,66,,67,0,50,87,137,33,25,0,25,43
130110,10,22,0,22,1,0,6,7,32,1,2,6,9,41,1,2,6,9,0,1,12,13,41,5,0,5,55
130183,10,315,0,315,3,3,40,46,15,4,4,56,64,20,3,5,57,65,4,101,145,250,21,33,1,32,46
130217,10,284,0,284,13,59,,72,25,14,68,,82,29,14,70,,84,1,78,121,200,30,28,0,27,43
130226,10,1662,0,1662,0,0,1208,1208,73,0,0,1265,1265,76,0,0,1269,1269,2,316,75,393,76,19,0,19,5
130253,10,1393,1,1392,0,1,926,927,67,0,2,1008,1010,73,0,2,1012,1014,1,330,47,378,73,24,0,24,3
130314,10,150,0,150,0,0,71,71,47,0,0,84,84,56,0,0,85,85,0,55,10,65,57,37,0,37,7
130396,10,874,0,874,13,127,,140,16,13,155,,168,19,14,171,,185,22,220,447,689,21,28,3,25,51
130493,10,1316,1,1315,0,0,402,402,31,0,0,660,660,50,0,0,687,687,13,426,189,628,52,33,1,32,14
130590,10,611,0,611,0,0,479,479,78,0,0,503,503,82,0,0,506,506,1,67,37,105,83,11,0,11,6
130606,10,642,0,642,8,138,,146,23,12,162,,174,27,12,171,,183,17,177,265,459,29,30,3,28,41
130624,10,248,0,248,0,0,210,210,85,0,0,214,214,86,0,0,214,214,0,0,34,34,86,0,0,0,14
130697,10,750,0,750,0,0,649,649,87,0,0,682,682,91,0,0,686,686,0,47,17,64,91,6,0,6,2
130776,10,789,0,789,0,5,222,227,29,0,5,401,406,51,0,5,419,424,13,248,104,365,54,33,2,31,13
130794,10,1360,2,1358,0,0,1140,1140,84,0,0,1309,1309,96,0,0,1324,1324,3,4,27,34,97,1,0,0,2
130907,10,2096,4,2092,52,457,0,509,24,62,587,0,649,31,60,643,0,703,80,715,594,1389,34,38,4,34,28
130934,10,910,0,910,0,0,319,319,35,0,0,436,436,48,0,0,443,443,4,45,418,467,49,5,0,5,46
130943,10,4584,3,4581,0,164,3129,3293,72,0,83,3698,3781,83,0,80,3737,3817,10,533,221,764,83,12,0,12,5
130989,10,167,2,165,0,6,72,78,47,0,6,82,88,53,0,6,83,89,1,30,45,76,54,19,1,18,27
131113,10,364,0,364,0,3,39,42,12,0,3,67,70,19,0,3,78,81,8,108,167,283,22,32,2,30,46
131159,10,1807,0,1807,0,0,1330,1330,74,0,0,1423,1423,79,0,0,1429,1429,0,284,94,378,79,16,0,16,5
131283,10,842,0,842,0,0,565,565,67,0,0,621,621,74,0,0,627,627,0,182,33,215,74,22,0,22,4
131399,10,272,0,272,0,17,28,45,17,0,17,56,73,27,0,16,62,78,4,59,131,194,29,23,1,22,48
131450,10,188,0,188,0,0,36,36,19,0,0,82,82,44,0,0,88,88,4,43,53,100,47,25,2,23,28
131469,10,2424,3,2421,0,0,1905,1905,79,0,0,2063,2063,85,0,0,2076,2076,4,246,95,345,86,10,0,10,4
131496,10,1575,0,1575,0,0,1423,1423,90,0,0,1484,1484,94,0,0,1490,1490,0,65,20,85,95,4,0,4,1
131520,10,1482,0,1482,1,0,769,770,52,1,0,946,947,64,1,0,960,961,0,381,140,521,65,26,0,26,9
131803,10,7,0,7,0,1,0,1,14,0,1,1,2,29,0,1,1,2,0,2,3,5,29,29,0,29,43
131876,10,302,0,302,0,0,65,65,22,0,0,133,133,44,0,0,141,141,2,94,65,161,47,32,1,31,22
132408,10,40,0,40,0,0,9,9,23,0,0,20,20,50,0,0,21,21,0,5,14,19,53,13,0,13,35
132471,10,511,0,511,0,0,86,86,17,0,0,178,178,35,0,0,183,183,1,213,114,328,36,42,0,42,22
132602,10,1071,0,1071,0,0,141,141,13,0,0,345,345,32,0,0,382,382,4,81,604,689,36,8,0,8,56
132657,10,570,2,568,2,0,303,305,54,2,0,333,335,59,2,0,339,341,0,107,120,227,60,19,0,19,21
132693,10,1694,3,1691,50,774,12,836,49,51,793,63,907,54,50,787,94,931,24,254,482,760,55,16,1,15,29
132709,10,4600,0,4600,74,1739,7,1820,40,75,1935,51,2061,45,75,1978,90,2143,95,925,1437,2457,47,22,2,20,31
132842,10,6,0,6,0,0,1,1,17,0,0,3,3,50,0,0,3,3,0,0,3,3,50,0,0,0,50
132851,10,1152,1,1151,16,444,6,466,40,20,450,27,497,43,20,448,39,507,17,230,397,644,44,21,1,20,34
132879,10,43,0,43,0,0,16,16,37,0,0,21,21,49,0,0,21,21,0,0,22,22,49,0,0,0,51
132903,10,6578,8,6570,0,105,2915,3020,46,0,116,4794,4910,75,0,122,5003,5125,36,807,602,1445,78,13,1,12,9
133021,10,333,0,333,28,133,8,169,51,30,130,16,176,53,33,128,20,181,2,67,83,152,54,21,1,20,25
133386,10,1489,1,1488,140,506,23,669,45,145,509,60,714,48,147,498,85,730,25,255,478,758,49,19,2,17,32
133465,10,73,0,73,0,3,14,17,23,0,3,14,17,23,0,3,14,17,0,17,39,56,23,23,0,23,53
133492,10,514,0,514,0,0,302,302,59,0,0,332,332,65,0,0,339,339,0,151,24,175,66,29,0,29,5
133508,10,2134,4,2130,0,810,16,826,39,0,865,53,918,43,0,858,75,933,38,470,689,1197,44,24,2,22,32
133526,10,243,0,243,0,0,33,33,14,0,0,57,57,23,0,0,57,57,0,37,149,186,23,15,0,15,61
133553,10,1265,1,1264,0,15,424,439,35,0,14,762,776,61,0,14,791,805,7,324,128,459,64,26,1,26,10
133650,10,1459,4,1455,0,24,300,324,22,0,17,784,801,55,0,18,846,864,16,323,252,591,59,23,1,22,17
133669,10,3021,27,2994,1,148,1002,1151,38,0,114,1670,1784,60,0,111,1737,1848,17,945,184,1146,62,32,1,32,6
133702,10,2012,1,2011,85,738,15,838,42,89,760,56,905,45,91,765,77,933,43,383,652,1078,46,21,2,19,32
133711,10,693,0,693,0,0,328,328,47,0,0,401,401,58,0,0,403,403,3,222,65,290,58,32,0,32,9
133809,10,217,0,217,0,64,47,111,51,0,68,60,128,59,0,68,60,128,0,66,23,89,59,30,0,30,11
133845,10,358,0,358,200,36,,236,66,200,36,,236,66,200,36,,236,0,4,118,122,66,1,0,1,33
133854,10,311,0,311,222,17,,239,77,222,17,,239,77,222,17,,239,0,0,72,72,77,0,0,0,23
133863,10,107,0,107,85,2,,87,81,85,2,,87,81,85,2,,87,0,0,20,20,81,0,0,0,19
133872,10,68,0,68,0,3,10,13,19,0,4,25,29,43,0,4,29,33,0,32,3,35,49,47,0,47,4
133881,10,847,2,845,0,0,337,337,40,0,1,508,509,60,0,1,515,516,0,189,140,329,61,22,0,22,17
133951,10,3959,24,3935,0,0,1469,1469,37,0,0,2594,2594,66,0,0,2739,2739,84,765,347,1196,70,22,2,19,9
133960,10,228,1,227,11,75,0,86,38,12,78,1,91,40,12,80,1,93,3,65,66,134,41,30,1,29,29
133979,10,481,5,476,0,0,125,125,26,0,0,160,160,34,0,0,187,187,0,102,187,289,39,21,0,21,39
133997,10,104,0,104,58,0,,58,56,58,1,,59,57,58,1,,59,13,0,32,45,57,13,13,0,31
134079,10,588,0,588,0,0,358,358,61,0,0,398,398,68,0,0,399,399,2,144,43,189,68,25,0,24,7
