unitid,ASCDEG,BASDEG,MASDEG,CERT1,CERT1a,CERT1b,CERT2,CERT4,PBACERT,PMACERT,DocDegRS,DocDegPP,DocDegOT,SDOCDEG,SMASDEG,SBASDEG,SASCDEG,SBAMACRT,SCERT24,SCERT1a,SCERT1b
117575,0,3,20,0,0,0,0,0,0,0,0,10,0,10,20,3,0,0,0,0,0
117627,0,308,123,0,0,0,0,50,4,5,4,0,0,4,123,308,0,9,50,0,0
117636,75,333,432,18,1,17,10,0,7,35,121,418,21,558,425,333,75,42,10,1,17
117645,2554,,,811,79,732,1796,16,,,,,,,,,2192,,1759,74,576
117672,0,1,99,0,0,0,93,0,0,0,0,121,0,121,99,1,0,0,90,0,0
117690,1998,,,110,0,110,719,0,,,,,,,,,851,,635,0,80
117706,3089,,,229,0,229,1080,0,,,,,,,,,1237,,1068,0,134
117715,1006,,,71,2,69,354,0,,,,,,,,,491,,334,2,43
117724,992,,,385,0,385,916,0,,,,,,,,,722,,871,0,296
117733,2027,,,554,0,554,1062,24,,,,,,,,,1368,,1069,0,339
117751,0,233,169,0,0,0,0,0,0,0,18,0,0,18,164,225,0,0,0,0,0
117788,1566,,,371,0,371,863,7,,,,,,,,,999,,812,0,339
117803,106,,,0,0,0,0,0,,,,,,,,,106,,0,0,0
117867,1316,,,400,0,400,665,0,,,,,,,,,744,,607,0,278
117894,1505,,,226,2,224,436,0,,,,,,,,,1056,,401,2,183
117946,0,1679,676,0,0,0,0,0,10,109,22,332,0,354,676,1651,0,119,0,0,0
117955,0,,,115,1,114,62,0,,,,,,,,,0,,62,1,114
118134,0,,,45,0,45,17,0,,,,,,,,,0,,17,0,45
118143,0,,,67,0,67,8,0,,,,,,,,,0,,8,0,67
118161,0,,,50,0,50,32,0,,,,,,,,,0,,32,0,50
118198,29,,,131,0,131,526,0,,,,,,,,,29,,526,0,131
118347,376,,,27,0,27,38,2,,,,,,,,,343,,40,0,25
118541,58,123,31,0,0,0,0,0,0,0,0,0,0,0,31,123,58,0,0,0,0
118684,471,,,52,0,52,113,0,,,,,,,,,327,,103,0,41
118693,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0
118718,1615,,,287,91,196,976,14,,,,,,,,,1122,,891,88,170
118772,525,,,341,0,341,142,16,,,,,,,,,397,,156,0,277
118912,1768,23,0,1153,0,1153,661,0,0,0,0,0,0,0,0,23,1418,0,632,0,1000
118930,1016,,,271,0,271,594,0,,,,,,,,,712,,449,0,263
118958,0,,,17,3,14,16,0,,,,,,,,,0,,16,3,14
118976,2385,6,0,477,0,477,205,0,0,0,0,0,0,0,0,6,1870,0,183,0,394
118994,0,,,25,0,25,118,0,,,,,,,,,0,,118,0,25
119058,0,6,325,0,0,0,0,0,2,0,0,0,0,0,315,6,0,2,0,0,0
119067,661,,,27,0,27,157,0,,,,,,,,,467,,152,0,27
119137,3379,,,280,0,280,1430,0,,,,,,,,,1711,,1393,0,239
119164,3780,,,1409,70,1339,268,0,,,,,,,,,3103,,229,70,894
119173,121,429,221,3,0,3,0,0,30,0,0,29,0,29,221,429,121,30,0,0,3
119216,2537,,,493,0,493,0,0,,,,,,,,,1932,,0,0,436
119270,66,57,0,85,0,85,50,0,0,0,0,0,0,0,0,57,66,0,50,0,84
119331,612,,,15,0,15,378,0,,,,,,,,,514,,329,0,14
119553,0,,,664,0,664,174,0,,,,,,,,,0,,174,0,664
119605,240,1758,4194,0,0,0,14,0,79,0,0,30,0,30,4192,1758,238,75,14,0,0
119678,0,0,1144,0,0,0,0,0,1068,0,14,0,0,14,1131,0,0,942,0,0,0
119775,0,143,52,0,0,0,0,0,0,0,0,0,0,0,52,143,0,0,0,0,0
119951,0,,,47,3,44,76,0,,,,,,,,,0,,76,3,29
120069,0,,,0,0,0,156,0,,,,,,,,,0,,156,0,0
120078,3,,,4,0,4,353,21,,,,,,,,,3,,374,0,4
120087,0,,,0,0,0,145,0,,,,,,,,,0,,145,0,0
120166,0,1,18,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0
120184,0,43,65,0,0,0,0,0,0,0,1,0,0,1,65,43,0,0,0,0,0
120254,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0
120290,1308,,,821,0,821,20,0,,,,,,,,,715,,20,0,618
120342,2366,,,502,0,502,2097,30,,,,,,,,,2048,,2005,0,408
120403,0,251,21,0,0,0,0,0,0,0,0,0,0,0,21,251,0,0,0,0,0
120421,1413,,,121,0,121,755,0,,,,,,,,,952,,691,0,99
120537,9,140,158,0,0,0,0,0,1,0,0,0,0,0,158,140,9,1,0,0,0
120661,100,,,195,0,195,110,90,,,,,,,,,100,,200,0,195
120698,0,25,193,0,0,0,0,0,0,0,0,122,0,122,193,25,0,0,0,0,0
120768,0,145,241,0,0,0,0,0,7,0,0,0,0,0,241,145,0,7,0,0,0
120795,0,0,9,0,0,0,0,0,3,0,0,0,6,6,9,0,0,3,0,0,0
120838,0,4,16,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0
120865,102,118,2,0,0,0,0,0,0,0,0,0,0,0,2,109,93,0,0,0,0
120883,0,848,378,0,0,0,0,0,0,0,82,510,0,592,376,844,0,0,0,0,0
120953,327,,,259,1,258,33,0,,,,,,,,,197,,33,1,200
120971,2310,,,844,0,844,1700,0,,,,,,,,,1691,,1622,0,762
121044,5304,,,699,0,699,405,25,,,,,,,,,2857,,405,0,500
121150,0,921,2092,0,0,0,0,0,7,0,72,200,0,272,2083,910,0,7,0,0,0
121257,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0
121275,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,0,0,0
121309,0,924,403,0,0,0,0,0,0,2,0,2,0,2,403,917,0,2,0,0,0
121345,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0
121363,654,,,42,0,42,120,0,,,,,,,,,510,,88,0,42
121433,0,,,10,0,10,48,0,,,,,,,,,0,,48,0,10
121619,2570,7,0,1790,3,1787,1249,0,0,0,0,0,0,0,0,7,1723,0,1196,1,1665
121628,0,0,20,0,0,0,0,0,0,0,21,0,0,21,20,0,0,0,0,0,0
121637,0,,,51,3,48,35,0,,,,,,,,,0,,35,3,48
121691,0,806,772,22,0,22,3,0,12,0,8,10,0,18,772,794,0,12,3,0,22
121707,649,,,110,0,110,68,0,,,,,,,,,476,,68,0,97
121859,0,,,160,0,160,43,0,,,,,,,,,0,,43,0,160
121868,0,,,151,0,151,37,0,,,,,,,,,0,,37,0,151
121886,2158,9,0,637,0,637,1053,0,0,0,0,0,0,0,0,9,1406,0,1027,0,505
121901,4256,,,741,0,741,282,0,,,,,,,,,2730,,275,0,624
122117,0,0,27,0,0,0,0,0,0,0,0,7,0,7,27,0,0,0,0,0,0
122180,1884,,,145,0,145,190,14,,,,,,,,,1380,,193,0,131
122205,3760,,,1060,0,1060,2603,89,,,,,,,,,2450,,2322,0,914
122296,0,508,294,0,0,0,0,0,0,7,0,155,0,155,294,508,0,7,0,0,0
122339,976,,,116,0,116,304,0,,,,,,,,,841,,291,0,108
122375,1507,34,0,73,0,73,237,4,0,0,0,0,0,0,0,34,1419,0,233,0,68
122384,1114,,,316,0,316,368,15,,,,,,,,,966,,368,0,293
122409,0,8750,1586,0,0,0,0,0,163,0,106,51,0,157,1586,8750,0,162,0,0,0
122436,0,1442,1012,0,0,0,0,0,113,0,40,290,0,330,1009,1432,0,112,0,0,0
122506,0,46,56,0,0,0,0,0,29,3,0,0,0,0,56,46,0,32,0,0,0
122597,0,5872,940,0,0,0,0,0,615,23,23,49,0,72,937,5872,0,628,0,0,0
122612,0,1575,1449,0,0,0,0,0,3,3,34,194,0,228,1443,1575,0,6,0,0,0
122649,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0
122658,3631,,,278,0,278,270,0,,,,,,,,,2326,,234,0,260
122685,445,160,0,16,0,16,605,0,0,0,0,0,0,0,0,160,445,0,605,0,16
122694,149,,,0,0,0,247,18,,,,,,,,,149,,265,0,0
122728,2,276,156,6,0,6,1,0,2,0,0,0,0,0,156,276,2,2,1,0,6
122746,993,,,341,0,341,409,0,,,,,,,,,604,,370,0,292
122755,0,7339,2953,0,0,0,0,0,14,95,15,18,0,33,2953,7339,0,103,0,0,0
122791,872,,,31,0,31,79,0,,,,,,,,,700,,76,0,29
122889,2590,,,119,0,119,1055,3,,,,,,,,,1386,,1004,0,119
122931,0,1386,873,0,0,0,0,0,37,0,13,230,0,243,871,1363,0,37,0,0,0
122977,3672,21,0,1084,0,1084,3407,0,0,0,0,0,0,0,0,21,3043,0,2879,0,980
123013,2210,,,2534,921,1613,1111,1,,,,,,,,,1606,,1035,887,1431
123095,0,0,49,0,0,0,0,0,0,0,34,0,0,34,49,0,0,0,0,0,0
123165,0,227,0,0,0,0,0,4,30,0,0,0,0,0,0,227,0,29,4,0,0
123217,1782,,,773,9,764,164,0,,,,,,,,,1448,,162,9,542
123280,1,5,4,0,0,0,1,0,0,0,0,0,0,0,4,5,1,0,1,0,0
123299,909,10,0,297,0,297,431,0,0,0,0,0,0,0,0,10,767,0,407,0,178
123341,4257,,,641,0,641,97,0,,,,,,,,,2478,,95,0,620
123350,0,,,90,0,90,46,0,,,,,,,,,0,,43,0,90
123448,0,0,46,0,0,0,0,0,0,0,0,40,0,40,46,0,0,0,0,0,0
123457,0,214,16,0,0,0,0,0,0,0,0,0,0,0,16,214,0,0,0,0,0
123484,224,,,61,0,61,84,0,,,,,,,,,173,,69,0,61
123493,0,,,43,43,0,93,0,,,,,,,,,0,,93,43,0
123509,992,13,0,43,0,43,88,0,0,0,0,0,0,0,0,13,668,0,81,0,43
123527,1643,,,881,3,878,350,2,,,,,,,,,1154,,352,3,836
123554,0,627,409,0,0,0,0,0,12,0,6,0,0,6,409,627,0,12,0,0,0
123563,1493,28,0,144,0,144,57,1,0,0,0,0,0,0,0,28,961,0,44,0,117
123572,0,2178,196,0,0,0,0,0,0,0,0,0,0,0,196,2178,0,0,0,0,0
123633,0,0,80,0,0,0,0,0,0,0,0,10,0,10,80,0,0,0,0,0,0
123642,11,,,0,0,0,12,20,,,,,,,,,11,,32,0,0
123651,0,420,126,4,0,4,1,0,52,0,0,0,0,0,126,416,0,44,1,0,4
123679,132,,,180,0,180,79,79,,,,,,,,,132,,158,0,180
123800,2158,,,485,2,483,478,0,,,,,,,,,1843,,463,2,424
123916,0,0,17,0,0,0,0,0,1,0,0,0,0,0,17,0,0,1,0,0,0
123943,0,0,56,0,0,0,0,0,0,0,0,159,0,159,56,0,0,0,0,0,0
123952,0,41,106,0,0,0,0,0,0,0,0,0,0,0,106,41,0,0,0,0,0
123961,0,5445,9291,0,0,0,0,0,39,1239,831,965,127,1922,9291,5290,0,1181,0,0,0
123970,0,0,5,0,0,0,0,0,0,0,0,299,0,299,5,0,0,0,0,0,0
124113,556,,,52,0,52,11,0,,,,,,,,,426,,11,0,32
124283,0,0,46,0,0,0,0,0,0,0,16,12,0,28,46,0,0,0,0,0,0
124292,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0
124487,6,4,9,0,0,0,0,0,0,0,2,0,0,2,8,4,5,0,0,0,0
124681,0,,,0,0,0,768,0,,,,,,,,,0,,768,0,0
124706,117,,,192,0,192,118,101,,,,,,,,,117,,219,0,192
124937,109,,,159,0,159,46,154,,,,,,,,,109,,200,0,159
125028,2456,,,519,0,519,1212,0,,,,,,,,,1457,,1114,0,482
125037,0,0,14,0,0,0,0,0,0,0,0,38,0,38,14,0,0,0,0,0,0
125082,0,,,58,0,58,21,0,,,,,,,,,0,,21,0,58
125091,1563,,,1648,0,1648,1689,97,,,,,,,,,1209,,1310,0,964
125170,395,,,40,0,40,347,0,,,,,,,,,326,,292,0,36
125231,0,1606,9192,0,0,0,0,0,366,135,1571,0,0,1571,9166,1606,0,492,0,0,0
125310,0,,,22,0,22,22,0,,,,,,,,,0,,22,0,22
125462,533,,,188,0,188,332,0,,,,,,,,,343,,261,0,166
125471,1142,58,0,157,0,157,726,0,0,0,0,0,0,0,0,58,697,0,674,0,135
125499,1439,,,113,0,113,94,3,,,,,,,,,790,,93,0,98
125532,381,,,0,0,0,769,0,,,,,,,,,381,,769,0,0
125718,0,0,33,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
125727,0,252,0,0,0,0,6,0,0,0,0,0,0,0,0,252,0,0,6,0,0
125763,0,308,25,0,0,0,0,0,0,0,0,0,0,0,25,308,0,0,0,0,0
125897,0,223,54,0,0,0,0,0,0,0,0,0,0,0,54,223,0,0,0,0,0
126012,0,0,133,0,0,0,0,0,0,0,0,0,53,53,133,0,0,0,0,0,0
126049,0,0,10,0,0,0,0,0,0,0,0,50,0,50,10,0,0,0,0,0,0
126076,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
126119,1330,,,545,82,463,499,0,,,,,,,,,983,,405,81,400
126182,221,303,450,0,0,0,0,0,0,0,7,0,0,7,450,301,220,0,0,0,0
126207,686,,,819,254,565,90,0,,,,,,,,,678,,90,254,544
126289,754,20,0,596,268,328,135,0,0,0,0,0,0,0,0,20,751,0,135,267,309
126359,52,,,0,0,0,0,0,,,,,,,,,52,,0,0,0
126562,0,2670,2205,0,0,0,0,0,0,0,198,579,0,777,2175,2637,0,0,0,0,0
126580,0,1906,567,54,0,54,50,0,41,10,32,4,0,36,567,1906,0,51,50,0,54
126605,137,,,0,0,0,0,0,,,,,,,,,137,,0,0,0
126614,0,6767,1757,0,0,0,0,0,0,0,427,178,0,604,1740,6627,0,0,0,0,0
126669,210,812,395,32,0,32,0,0,3,0,0,0,0,0,395,805,210,3,0,0,31
126678,0,498,10,0,0,0,0,0,0,0,0,0,0,0,10,497,0,0,0,0,0
126687,159,0,0,280,0,280,109,0,0,0,0,0,0,0,0,0,159,0,109,0,280
126711,484,144,0,647,422,225,54,0,0,0,0,0,0,0,0,144,469,0,54,392,200
126748,137,,,65,43,22,48,5,,,,,,,,,134,,53,39,17
126775,0,1192,532,0,0,0,0,0,89,0,124,0,0,124,526,1182,0,81,0,0,0
126784,94,,,0,0,0,0,0,,,,,,,,,94,,0,0,0
126818,0,5088,1721,0,0,0,0,0,390,0,313,147,0,460,1721,5088,0,390,0,0,0
126827,2517,3366,1593,0,0,0,0,0,0,0,0,155,0,155,1589,3366,2515,0,0,0,0
126863,620,,,298,44,254,82,0,,,,,,,,,617,,79,43,233
126915,0,,,200,88,112,54,0,,,,,,,,,0,,54,88,112
126942,728,16,0,408,279,129,87,0,0,0,0,0,0,0,0,16,727,0,86,260,102
126951,36,,,311,0,311,270,249,,,,,,,,,36,,519,0,311
126979,0,0,150,0,0,0,0,0,9,0,0,0,5,5,149,0,0,9,0,0,0
127060,0,1337,2838,0,0,0,0,0,527,24,113,274,0,387,2825,1325,0,537,0,0,0
127158,0,,,416,110,306,193,0,,,,,,,,,0,,193,110,288
127185,0,523,39,49,0,49,18,0,0,0,0,0,0,0,39,512,0,0,18,0,48
127200,1906,5,0,3473,913,2560,291,0,0,0,0,0,0,0,0,5,1887,0,275,908,2036
127273,0,0,35,0,0,0,0,0,0,0,6,0,0,6,35,0,0,0,0,0,0
127316,0,,,89,0,89,55,0,,,,,,,,,0,,55,0,89
127389,117,,,79,12,67,19,0,,,,,,,,,115,,19,12,60
127556,220,1106,65,383,74,309,155,0,8,0,0,2,0,2,65,1101,217,8,152,74,265
127565,0,3025,413,114,0,114,2,0,27,0,0,0,0,0,413,3004,0,27,2,0,100
127617,134,5,0,69,29,40,40,0,0,0,0,0,0,0,0,5,128,0,39,29,40
127653,0,64,164,0,0,0,1,0,0,0,0,0,0,0,164,64,0,0,1,0,0
127714,3,26,0,21,0,21,0,0,0,0,0,0,0,0,0,26,3,0,0,0,21
127732,215,,,273,65,208,56,0,,,,,,,,,205,,55,55,123
127741,0,1812,905,0,0,0,0,0,0,0,84,0,0,84,905,1787,0,0,0,0,0
127778,187,,,94,19,75,68,0,,,,,,,,,187,,68,19,67
127820,1611,26,0,1253,345,908,160,0,0,0,0,0,0,0,0,26,1572,0,142,292,626
127884,660,23,0,1815,734,1081,94,0,0,0,0,0,0,0,0,23,651,0,94,514,943
127909,593,4,33,1290,534,756,149,0,0,0,0,0,0,0,33,4,578,0,147,520,654
127918,0,756,926,18,0,18,86,0,113,25,0,136,0,136,926,756,0,137,86,0,18
127945,0,209,11,0,0,0,0,0,0,0,0,0,0,0,11,209,0,0,0,0,0
127954,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,21,5,0,0
128106,0,711,206,12,7,5,0,0,2,3,0,3,0,3,205,704,0,5,0,7,3
128151,0,,,361,0,361,141,15,,,,,,,,,0,,156,0,361
128179,72,,,0,0,0,216,0,,,,,,,,,72,,216,0,0
128188,77,,,180,94,86,399,0,,,,,,,,,77,,399,94,86
128258,241,7,0,339,92,247,114,0,0,0,0,0,0,0,0,7,229,0,112,43,179
128328,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0
128337,0,,,0,0,0,36,0,,,,,,,,,0,,36,0,0
128391,0,379,171,4,0,4,0,0,0,0,0,0,0,0,170,367,0,0,0,0,4
128498,18,266,141,0,0,0,0,0,0,8,0,0,0,0,141,247,18,8,0,0,0
128577,138,,,33,0,33,117,0,,,,,,,,,132,,117,0,27
128586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128744,42,512,406,0,0,0,0,0,0,35,19,61,0,80,406,512,42,35,0,0,0
128771,0,1624,492,2,0,2,0,0,30,111,14,29,0,43,492,1624,0,140,0,0,2
128780,79,440,34,33,0,33,21,0,2,0,0,0,0,0,34,440,79,2,21,0,30
128896,0,,,53,0,53,63,0,,,,,,,,,0,,63,0,53
128902,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0
129002,0,,,0,0,0,160,0,,,,,,,,,0,,160,0,0
129020,24,5174,1668,0,0,0,0,0,523,50,284,423,0,705,1656,4998,24,556,0,0,0
129154,504,191,42,176,0,176,113,0,0,0,0,0,0,0,42,191,504,0,113,0,176
129181,0,,,2,0,2,371,165,,,,,,,,,0,,536,0,2
129215,1,926,82,0,0,0,0,0,0,0,0,0,0,0,82,908,1,0,0,0,0
129242,0,1064,491,0,0,0,0,0,0,22,0,39,0,39,490,1064,0,22,0,0,0
129349,0,,,125,54,71,43,0,,,,,,,,,0,,43,54,71
129367,259,,,4,0,4,4,0,,,,,,,,,258,,4,0,4
129428,0,0,41,0,0,0,0,0,72,0,0,0,0,0,41,0,0,55,0,0,0
129482,0,,,113,73,40,123,16,,,,,,,,,0,,139,73,40
129491,0,0,24,0,0,0,0,0,1,0,1,0,8,9,23,0,0,1,0,0,0
129525,69,842,773,8,4,4,32,0,20,4,25,65,0,90,764,841,69,24,32,4,4
129534,6,39,92,0,0,0,0,0,5,6,0,0,0,0,91,39,5,10,0,0,0
129543,330,,,55,0,55,53,0,,,,,,,,,330,,53,0,55
129695,622,,,61,2,59,46,0,,,,,,,,,609,,46,2,56
129729,567,,,183,13,170,59,0,,,,,,,,,547,,59,13,141
129756,283,,,32,3,29,13,0,,,,,,,,,279,,13,3,29
129774,16,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98,16,0,0,0,0
129808,383,,,21,0,21,20,0,,,,,,,,,373,,20,0,21
129923,0,,,0,0,0,178,101,,,,,,,,,0,,279,0,0
129932,0,,,533,0,533,0,0,,,,,,,,,0,,0,0,533
129941,43,1097,827,51,47,4,0,0,97,0,3,0,0,3,827,1096,43,97,0,47,4
130004,485,,,6,3,3,33,0,,,,,,,,,473,,33,3,3
130040,154,,,23,2,21,5,0,,,,,,,,,153,,5,2,21
130110,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
130174,0,,,0,0,0,967,0,,,,,,,,,0,,967,0,0
130183,556,1465,667,45,0,45,80,0,99,2,0,96,0,96,665,1464,556,92,77,0,45
130217,136,,,56,0,56,14,0,,,,,,,,,130,,14,0,56
130226,0,1722,908,0,0,0,0,0,26,33,0,371,0,371,906,1708,0,58,0,0,0
130253,127,1341,1046,24,0,24,1,0,22,78,0,113,0,113,1045,1341,127,100,1,0,24
130314,0,229,494,13,0,13,0,0,54,25,0,61,0,61,494,229,0,79,0,0,13
130396,604,,,118,0,118,41,0,,,,,,,,,595,,41,0,115
130493,0,1654,586,0,0,0,0,0,26,93,15,13,0,28,583,1539,0,118,0,0,0
130509,0,,,0,0,0,21,87,,,,,,,,,0,,108,0,0
130590,0,517,13,0,0,0,0,0,3,0,0,0,0,0,13,517,0,3,0,0,0
130606,385,,,155,0,155,51,0,,,,,,,,,377,,51,0,141
130624,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0
130697,0,801,70,0,0,0,0,0,0,0,12,0,0,12,70,801,0,0,0,0,0
130776,13,909,190,0,0,0,0,0,0,2,0,12,0,12,190,909,13,2,0,0,0
130794,0,1420,2690,0,0,0,0,2,107,5,443,311,6,754,2465,1420,0,112,2,0,0
130837,0,,,0,0,0,30,0,,,,,,,,,0,,30,0,0
130873,0,,,208,112,96,146,0,,,,,,,,,0,,146,112,96
130907,1741,107,0,66,0,66,85,0,0,0,0,0,0,0,0,107,1741,0,85,0,66
130934,0,694,218,0,0,0,0,0,0,0,17,0,0,17,218,694,0,0,0,0,0
130943,258,4378,942,0,0,0,0,0,0,0,259,73,0,332,942,4378,258,0,0,0,0
130989,11,148,195,2,0,2,0,0,0,0,4,0,0,4,190,147,11,0,0,0,2
131061,0,,,63,7,56,24,0,,,,,,,,,0,,24,7,56
131113,34,1691,1810,0,0,0,0,0,0,0,197,0,0,197,1771,1690,34,0,0,0,0
131159,0,1773,1917,127,0,127,0,0,107,0,68,320,0,388,1912,1752,0,106,0,0,117
131283,2,773,454,0,0,0,3,0,10,6,84,113,0,197,454,773,2,16,3,0,0
131399,196,367,78,0,0,0,8,0,1,0,0,63,0,63,78,367,196,1,8,0,0
131405,0,0,31,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
131450,0,222,144,0,0,0,0,0,3,8,11,0,13,24,143,213,0,11,0,0,0
131469,22,2936,4127,0,0,0,0,2,482,103,208,875,0,1083,4104,2925,22,571,2,0,0
131496,0,1786,4313,0,0,0,12,0,26,0,167,857,0,1024,4302,1786,0,26,12,0,0
131520,0,1292,253,0,0,0,0,9,0,21,86,436,0,522,250,1264,0,21,9,0,0
131803,17,74,35,0,0,0,0,0,4,0,0,0,0,0,35,74,17,2,0,0,0
131830,0,,,0,0,0,7,7,,,,,,,,,0,,14,0,0
131876,29,203,112,18,0,18,0,0,5,0,0,0,0,0,112,203,29,5,0,0,18
131973,0,0,75,0,0,0,0,0,0,0,0,60,0,60,75,0,0,0,0,0,0
132374,0,,,160,38,122,376,22,,,,,,,,,0,,398,38,121
132408,9,50,2,0,0,0,0,0,0,0,0,0,0,0,2,50,9,0,0,0,0
132471,0,658,1028,0,0,0,0,0,0,16,33,309,0,342,1028,658,0,16,0,0,0
132602,0,400,30,0,0,0,0,0,0,0,0,0,0,0,30,400,0,0,0,0,0
132657,3,522,342,0,0,0,0,0,11,0,17,0,0,17,342,522,3,11,0,0,0
132675,0,,,45,6,39,41,0,,,,,,,,,0,,37,6,39
132693,2632,660,0,1446,92,1354,278,0,0,0,0,0,0,0,0,660,2612,0,274,91,1048
132709,6046,659,0,6366,38,6328,370,0,0,0,0,0,0,0,0,659,6024,0,370,38,3665
132842,0,33,158,0,0,0,0,0,0,0,31,0,0,31,158,33,0,0,0,0,0
132851,1016,187,0,1045,3,1042,118,0,0,0,0,0,0,0,0,187,1014,0,118,3,642
132879,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,0
132903,1132,14984,2883,0,0,0,0,0,455,0,365,238,0,603,2819,14798,1132,449,0,0,0
132976,0,,,125,0,125,159,0,,,,,,,,,0,,159,0,125
133021,289,87,0,92,5,87,38,5,0,0,0,0,0,0,0,87,287,0,43,5,86
133155,0,,,136,113,23,324,8,,,,,,,,,0,,325,111,23
133386,1973,495,0,511,62,449,300,43,0,0,0,0,0,0,0,495,1957,0,343,62,403
133465,19,105,41,0,0,0,0,0,0,0,0,0,0,0,41,105,19,0,0,0,0
133492,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0
133508,2240,371,0,268,0,268,37,0,0,0,0,0,0,0,0,371,2220,0,37,0,247
133526,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0
133553,33,1272,217,0,0,0,0,0,1,0,34,0,0,34,217,1268,33,1,0,0,0
133650,43,1567,346,0,0,0,0,0,0,0,32,296,0,328,338,1558,43,0,0,0,0
133669,268,6048,1696,419,0,419,0,0,153,26,94,105,0,199,1692,5988,268,176,0,0,358
133702,3210,1111,0,2456,863,1593,345,2,0,0,0,0,0,0,0,1111,3206,0,346,858,1252
133711,0,628,6,0,0,0,0,0,0,0,0,0,0,0,6,619,0,0,0,0,0
133809,95,77,0,0,0,0,0,0,0,0,0,0,0,0,0,77,93,0,0,0,0
133845,105,,,168,0,168,0,23,,,,,,,,,105,,23,0,168
133854,92,,,140,6,134,0,0,,,,,,,,,92,,0,6,134
133863,54,,,228,0,228,0,0,,,,,,,,,54,,0,0,228
133872,81,239,200,6,0,6,0,0,0,0,0,43,0,43,200,239,81,0,0,0,6
133881,36,711,911,0,0,0,13,0,250,0,70,22,0,89,900,680,31,248,13,0,0
133942,0,,,0,0,0,0,39,,,,,,,,,0,,39,0,0
133951,135,12363,3751,0,0,0,0,0,202,36,250,435,0,685,3731,12284,131,237,0,0,0
133960,177,27,0,113,0,113,7,0,0,0,0,0,0,0,0,27,172,0,7,0,104
133979,0,220,33,0,0,0,0,0,0,0,0,0,0,0,33,220,0,0,0,0,0
133997,6,,,0,0,0,210,0,,,,,,,,,6,,210,0,0
134024,0,,,72,0,72,0,0,,,,,,,,,0,,0,0,72
134079,0,608,136,0,0,0,0,0,0,3,3,30,0,33,136,608,0,3,0,0,0
134097,185,8730,3068,0,0,0,0,0,0,51,417,361,0,778,3048,8504,185,51,0,0,0
134130,97,9703,4517,463,258,205,0,0,890,148,811,1095,0,1905,4471,9236,97,978,0,248,196
134228,0,,,0,0,0,16,0,,,,,,,,,0,,16,0,0
134237,771,3531,828,1859,93,1766,0,0,15,0,0,0,0,0,828,3531,771,15,0,93,1766
134291,0,,,156,0,156,115,9,,,,,,,,,0,,108,0,156
134307,0,,,0,0,0,191,0,,,,,,,,,0,,188,0,0
134343,616,79,0,130,0,130,57,0,0,0,0,0,0,0,0,79,606,0,57,0,127
134422,2,,,0,0,0,0,0,,,,,,,,,2,,0,0,0
134495,3920,0,0,3010,135,2875,239,135,0,0,0,0,0,0,0,0,3893,0,369,135,2545
134510,5,25,2,0,0,0,0,0,0,0,0,0,0,0,2,24,5,0,0,0,0
134529,0,,,264,108,156,51,0,,,,,,,,,0,,51,108,156
134574,0,,,89,0,89,0,0,,,,,,,,,0,,0,0,89
134608,2279,712,0,1034,209,825,220,2,0,0,0,0,0,0,0,709,2265,0,222,207,640
134714,0,,,70,10,60,28,0,,,,,,,,,0,,28,10,60
134811,16,116,11,0,0,0,0,0,0,0,0,0,0,0,11,116,16,0,0,0,0
134945,0,711,536,0,0,0,0,0,4,22,10,51,26,87,536,700,0,26,0,0,0
135081,3134,1823,537,0,0,0,0,0,0,128,75,9,0,83,536,1817,3119,128,0,0,0
135142,0,,,246,157,89,46,0,,,,,,,,,0,,46,157,89
135160,469,62,0,320,85,235,119,0,0,0,0,0,0,0,0,53,438,0,101,85,164
