UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP
486406,,,,,,,,,,,,9,38,24,5,56,3,33,2648,1,11,3250,0,0,,0,0,,9,24,34632,8,4,44,2798,3,33,2648,0,0,,0,0,,0,0,,13,54,2664,33,24157,3020,0,0,0,,11193,7943,7943,0,3250,0,0,0,0,4,44
486415,,,,,,,,,,,,124,43,289,124,100,124,100,4263,0,0,,0,0,,124,100,8210,124,289,1174125,252,124,100,4263,124,100,4263,0,0,,124,100,7700,15,12,4214,252,87,4659,87,1074356,4263,280,97,2229337,7962,528612,528612,528612,0,0,0,1018066,954856,63210,124,100
486424,30,23,,,,,,,,,133,,,,24,80,24,80,4723,0,0,,0,0,,24,80,8161,30,133,481700,102,24,80,4723,24,80,4723,0,0,,24,80,8161,0,0,,102,77,4723,77,481700,4723,124,93,1012000,8161,113352,113352,113352,0,0,0,195864,195864,0,24,80
486442,,,,,,,,,,,,4,4,100,3,75,2,50,3173,0,0,,0,0,,2,50,10500,4,100,217702,49,2,50,3173,2,50,3173,0,0,,2,50,10500,0,0,,49,49,4443,49,207104,4227,39,39,338029,8667,6345,6345,6345,0,0,0,21000,21000,0,3,75
486488,2,6,,,,,,,,,35,,,,1,50,0,0,,0,0,,1,50,500,1,50,2722,2,35,123685,9,1,50,500,0,0,,0,0,,1,50,2722,0,0,,20,57,6184,26,17935,1993,9,26,41298,4589,500,0,0,0,0,500,2722,2722,0,1,50
486497,,,,,,,,,,,,21,28,74,15,71,14,67,6118,0,0,,0,0,,0,0,,21,74,233256,43,14,67,6118,14,67,5879,4,19,837,0,0,,0,0,,44,59,5301,58,214268,4983,0,0,0,,85655,85655,82306,3349,0,0,0,0,0,14,67
486503,,,,,,,,,,,,25,30,82,24,96,24,96,6014,0,0,,0,0,,0,0,,25,82,301702,48,24,96,6014,24,96,6014,0,0,,0,0,,0,0,,48,59,6285,59,301702,6285,0,0,0,,144329,144329,144329,0,0,0,0,0,0,24,96
486512,,,,,,,,,,,,364,92,394,360,99,360,99,3469,0,0,,0,0,,315,87,3038,364,394,1248665,390,360,99,3469,360,99,3469,0,0,,315,87,3038,0,0,,390,99,3202,99,1248665,3202,315,80,957075,3038,1248665,1248665,1248665,0,0,0,957075,957075,0,360,99
486530,,,,,,,,,,,,18,8,225,16,89,11,61,3945,0,0,,0,0,,15,83,6393,18,225,364987,82,11,61,3945,11,61,3945,0,0,,15,83,6393,0,0,,82,36,4451,36,353380,4310,85,38,558305,6568,43393,43393,43393,0,0,0,95893,95893,0,16,89
486558,49,18,,,,,,,,,280,,,,47,96,30,61,6871,0,0,,0,0,,38,78,6935,49,280,2645379,128,30,61,6871,29,59,5045,21,43,2848,38,78,6935,0,0,,232,83,11402,46,448559,3504,191,68,1659026,8686,206117,206117,146317,59800,0,0,263512,263512,0,47,96
486567,,,,,,,,,,,,75,24,310,71,95,53,71,5941,0,0,,16,21,2332,67,89,7851,75,310,1062394,196,62,83,5681,53,71,5941,0,0,,67,89,7851,0,0,,207,67,5132,63,1011084,5159,197,64,1447337,7347,352208,314898,314898,0,0,37310,525996,525996,0,71,95
486576,126,83,,,,,,,,,152,,,,126,100,126,100,3173,0,0,,0,0,,0,0,,126,152,402971,127,126,100,3173,126,100,3173,0,0,,0,0,,0,0,,127,84,3173,84,402971,3173,0,0,0,,399798,399798,399798,0,0,0,0,0,0,126,100
486594,5,12,,,,,,,,,42,,,,4,80,2,40,2572,0,0,,1,20,2500,4,80,3279,5,42,54375,12,3,60,2548,2,40,2572,0,0,,4,80,3279,0,0,,18,43,3021,29,38440,3203,17,40,97760,5751,7643,5143,5143,0,0,2500,13114,13114,0,4,80
486619,,,,,,,,,,,,3,1,217,3,100,3,100,3498,0,0,,0,0,,3,100,8032,3,217,293593,72,3,100,3498,3,100,3498,0,0,,3,100,8032,0,0,,73,34,4022,33,288595,4008,76,35,486236,6398,10494,10494,10494,0,0,0,24096,24096,0,3,100
486691,,,,,,,,,,,,50,25,198,49,98,38,76,4492,0,0,,3,6,767,34,68,8492,50,198,526137,119,39,78,4436,38,76,4295,16,32,469,34,68,7909,7,14,2831,122,62,4313,60,471721,3964,98,49,787699,8038,172997,170697,163197,7500,0,2300,288737,268922,19815,49,98
486707,,,,,,,,,,,,74,38,197,51,69,47,64,5833,1,1,2500,17,23,239,40,54,11912,74,197,786087,124,47,64,5973,45,61,5432,18,24,1652,37,50,7290,20,27,10337,127,64,6190,63,685402,5527,103,52,742249,7206,280713,274158,244430,29728,2500,4055,476475,269726,206749,51,69
486716,,,,,,,,,,,,73,40,184,55,75,51,70,5678,0,0,,23,32,256,45,62,12152,73,184,726201,117,51,70,5793,49,67,5583,13,18,1231,45,62,8207,25,34,7101,123,67,5904,64,671226,5737,101,55,800232,7923,295447,289564,273564,16000,0,5883,546838,369308,177530,55,75
486752,,,,,,,,,,,,81,36,227,58,72,53,65,5763,0,0,,30,37,209,50,62,12201,81,227,899027,146,53,65,5881,53,65,5734,1,1,1500,48,59,8161,23,28,9490,146,64,6158,64,842632,5771,144,63,1184309,8224,311689,305415,303915,1500,0,6274,610026,391750,218276,58,72
486770,,,,,,,,,,,,40,19,207,40,100,38,95,3898,0,0,,0,0,,33,83,5991,40,207,505475,126,38,95,3898,37,93,3810,34,85,210,33,83,5991,0,0,,128,62,3949,61,481775,3824,126,61,736185,5843,148138,148138,140988,7150,0,0,197701,197701,0,40,100
486798,,,,,,,,,,,,1737,68,2549,1557,90,1282,74,4733,24,1,7090,776,45,1844,1400,81,7143,1737,2549,9364189,1627,1430,82,5362,1282,74,4714,110,6,221,1390,80,6657,71,4,10519,1893,74,4947,64,7141155,4389,1790,70,11025217,6159,7667880,6067076,6042731,24345,170156,1430648,9999629,9252790,746839,1557,90
486813,,,,,,,,,,,,323,36,891,260,80,220,68,4651,3,1,5893,21,7,2000,247,76,7672,323,891,2394295,474,224,69,4835,218,67,4572,120,37,222,244,76,7470,8,2,9029,482,54,4967,53,2195203,4631,436,49,3524342,8083,1083008,1023328,996728,26600,17680,42000,1894951,1822723,72228,260,80
486822,,,,,,,,,,,,473,32,1488,338,71,227,48,4597,16,3,4125,11,2,2943,307,65,6557,473,1488,2941300,619,237,50,4818,224,47,4516,165,35,194,306,65,6364,8,2,8183,642,43,4581,42,2649043,4280,726,49,5089541,7010,1141907,1043526,1011551,31975,66004,32377,2012909,1947448,65461,338,71
486840,7368,20,0,0,7159,97,209,3,0,0,37390,,,,6725,91,3262,44,4924,5436,74,4473,514,7,5253,2977,40,5999,7368,37390,163206537,13077,6449,88,6680,2916,40,4862,2110,29,894,2928,40,5048,300,4,10260,32343,87,5046,35,56772292,4341,14310,38,86317458,6032,43080825,16063540,14176379,1887161,24317123,2700162,17858751,14780818,3077933,6725,91
486859,,,,,,,,,,,,7,13,52,6,86,4,57,4421,0,0,,0,0,,6,86,7622,7,52,144061,27,4,57,4421,4,57,4421,0,0,,6,86,7622,0,0,,29,56,4968,52,126866,4699,24,46,214348,8931,17685,17685,17685,0,0,0,45733,45733,0,6,86
486868,,,,,,,,,,,,9,31,29,9,100,6,67,4230,0,0,,0,0,,6,67,3240,9,29,42650,13,6,67,4230,6,67,4230,0,0,,6,67,3240,0,0,,13,45,3281,45,42650,3281,11,38,35640,3240,25380,25380,25380,0,0,0,19440,19440,0,9,100
486877,,,,,,,,,,,,9,75,12,6,67,3,33,3565,2,22,10649,0,0,,1,11,4708,9,12,54660,4,5,56,6398,2,22,5218,1,11,258,1,11,4708,0,0,,8,67,6833,33,22455,5614,2,17,14208,7104,31992,10694,10436,258,21298,0,4708,4708,0,6,67
486886,,,,,,,,,,,,12,40,30,4,33,4,33,4711,1,8,4130,0,0,,1,8,9500,12,30,28116,6,4,33,5744,4,33,4711,0,0,,1,8,9500,0,0,,6,20,4686,20,23986,3998,3,10,17833,5944,22975,18845,18845,0,4130,0,9500,9500,0,4,33
486901,198,21,,,,,,,,,941,,,,198,100,185,93,1465,115,58,4351,198,100,22872,108,55,6929,198,941,20835289,223,198,100,26768,45,23,4462,185,93,380,108,55,5075,13,7,15405,854,91,24397,24,1059708,4752,447,48,2876006,6434,5300049,271095,200793,70302,500350,4528604,748328,548057,200271,198,100
486938,4,1,,,,,,,,,508,,,,4,100,1,25,6345,0,0,,1,25,2000,3,75,8167,4,508,1164924,221,2,50,4173,1,25,6345,0,0,,3,75,8167,0,0,,256,50,4550,44,877389,3970,400,79,3992900,9982,8345,6345,6345,0,0,2000,24500,24500,0,4,100
486947,0,0,,,,,,,,,497,,,,,,,,,,,,,,,,,,0,497,1295551,252,,,,,,,,,,,,,,,,297,60,4362,51,965812,3833,403,81,3702779,9188,,,,,,,,,,,
486956,13,1,,,,,,,,,1023,,,,13,100,7,54,5992,0,0,,2,15,2000,13,100,13350,13,1023,2069486,371,9,69,5105,7,54,5187,5,38,1127,13,100,7203,5,38,15981,540,53,3832,36,1476447,3980,856,84,8398511,9811,45944,41944,36309,5635,0,4000,173546,93643,79903,13,100
486965,50,19,,,,,,,,,266,,,,49,98,15,30,4839,2,4,3702,49,98,17174,37,74,5215,50,266,5239746,81,49,98,18806,15,30,4674,6,12,413,37,74,5215,0,0,,263,99,19923,30,400467,4944,188,71,1173738,6243,921487,72581,70106,2475,7404,841502,192962,192962,0,49,98
486983,,,,,,,,,,,,28,48,58,24,86,14,50,5056,0,0,,11,39,955,23,82,8188,28,58,159838,30,18,64,4516,14,50,5056,0,0,,23,82,8188,0,0,,37,64,4320,52,141838,4728,41,71,305545,7452,81286,70786,70786,0,0,10500,188332,188332,0,24,86
487010,0,0,,,,,,,,,218,,,,,,,,,,,,,,,,,,0,218,1283860,39,,,,,,,,,,,,,,,,173,79,7421,18,194919,4998,129,59,1123696,8711,,,,,,,,,,,
487047,,,,,,,,,,,,380,79,484,334,88,319,84,4295,1,0,1586,0,0,,299,79,6932,380,484,1560845,373,319,84,4300,319,84,4295,0,0,,297,78,6790,5,1,11243,373,77,4185,77,1559259,4180,353,73,2314730,6557,1371561,1369975,1369975,0,1586,0,2072769,2016553,56216,334,88
487065,,,,,,,,,,,,27,24,112,24,89,22,81,6177,0,0,,0,0,,23,85,7812,27,112,403746,72,22,81,6177,22,81,6177,0,0,,23,85,7812,0,0,,73,65,5531,64,389271,5407,72,64,494601,6869,135889,135889,135889,0,0,0,179670,179670,0,24,89
487083,,,,,,,,,,,,15,27,55,11,73,9,60,4635,0,0,,0,0,,9,60,6972,15,55,148736,32,9,60,4635,9,60,4635,0,0,,9,60,6972,0,0,,32,58,4648,58,148736,4648,32,58,232485,7265,41711,41711,41711,0,0,0,62750,62750,0,11,73
487092,489,52,,,,,,,,,947,,,,315,64,72,15,5921,81,17,5701,278,57,38301,156,32,8933,489,947,22236509,133,295,60,39104,71,15,4715,47,10,1947,152,31,5101,37,8,16711,548,58,40578,14,670023,5038,244,26,1311287,5374,11535661,426280,334753,91527,461807,10647574,1393622,775302,618320,307,63
487162,106,3,0,0,104,98,2,2,0,0,4154,,,,103,97,101,95,7930,51,48,2998,0,0,,0,0,,106,4154,27255597,2018,102,96,9352,85,80,8217,82,77,1251,0,0,,0,0,,4020,97,6780,49,15766882,7813,0,0,0,,953884,800980,698410,102570,152904,0,0,0,0,102,96
487232,,,,,,,,,,,,101,83,121,71,70,71,70,4865,0,0,,0,0,,68,67,4768,101,121,923100,85,71,70,4865,71,70,4865,0,0,,68,67,4768,0,0,,91,75,10144,70,413725,4867,82,68,421550,5141,345415,345415,345415,0,0,0,324250,324250,0,71,70
487302,39,7,,,,,,,,,587,,,,35,90,33,85,5407,5,13,1300,0,0,,29,74,8603,39,587,2656301,421,34,87,5439,33,85,5303,11,28,314,29,74,8385,2,5,3169,501,85,5302,72,1888968,4487,421,72,3457398,8212,184942,178442,174992,3450,6500,0,249493,243156,6337,35,90
487311,153,42,,,,,,,,,364,,,,108,71,104,68,5279,22,14,421,45,29,1673,95,62,9182,153,364,1038027,156,104,68,6092,88,58,6178,40,26,134,95,62,9182,0,0,,172,47,6035,43,932245,5976,147,40,1277375,8690,633519,548972,543629,5343,9256,75291,872320,872320,0,108,71
487320,1599,15,0,0,1577,99,22,1,0,0,10654,,,,1423,89,994,62,6121,401,25,5372,1130,71,1807,542,34,4657,1599,10654,40158807,4704,1371,86,7498,904,57,5744,435,27,2049,536,34,4096,24,2,13676,6951,65,5777,44,21426339,4555,3027,28,13864817,4580,10279718,6083995,5192650,891345,2154354,2041369,2523938,2195703,328235,1394,87
487348,,,,,,,,,,,,26,12,215,17,65,12,46,5138,1,4,1000,1,4,1500,15,58,6564,26,215,573119,91,13,50,4935,12,46,5108,1,4,361,15,58,6564,0,0,,137,64,4183,42,447720,4920,107,50,685671,6408,64159,61659,61298,361,1000,1500,98454,98454,0,17,65
487375,12,2,,,,,,,,,746,,,,12,100,8,67,6181,0,0,,0,0,,12,100,13757,12,746,2336023,436,8,67,6181,8,67,5798,2,17,1532,12,100,11745,8,67,3018,438,59,5333,58,2242128,5142,646,87,7535420,11665,49446,49446,46382,3064,0,0,165082,140940,24142,12,100
487384,,,,,,,,,,,,382,35,1107,378,99,364,95,5908,0,0,,79,21,525,367,96,8889,382,1107,5166591,817,369,97,5941,364,95,4339,310,81,1843,364,95,7522,128,34,4096,1056,95,4893,74,3167549,3877,839,76,5562879,6630,2192049,2150538,1579348,571190,0,41511,3262171,2737918,524253,378,99
487393,,,,,,,,,,,,560,39,1423,552,99,531,95,5568,0,0,,135,24,453,546,98,8647,560,1423,6373679,1066,542,97,5568,531,95,4161,463,83,1613,545,97,7244,157,28,4926,1355,95,4704,75,4046514,3796,1135,80,7342869,6469,3017930,2956732,2209692,747040,0,61198,4721452,3948114,773338,552,99
487409,,,,,,,,,,,,454,36,1246,450,99,443,98,6062,0,0,,104,23,524,443,98,8985,454,1246,6483782,1019,445,98,6157,443,98,4618,333,73,1920,440,97,7499,162,36,4202,1203,97,5390,82,4115348,4039,1047,84,6668948,6370,2739854,2685362,2045932,639430,0,54492,3980503,3299751,680752,450,99
487418,,,,,,,,,,,,670,41,1635,666,99,657,98,5386,0,0,,123,18,334,657,98,7965,670,1635,7795052,1311,662,99,5407,657,98,4084,574,86,1490,655,98,6827,208,31,3663,1590,97,4903,80,4957979,3782,1350,83,8349557,6185,3579423,3538389,2683149,855240,0,41034,5233264,4471404,761860,666,99
487427,,,,,,,,,,,,522,45,1150,518,99,499,96,5413,0,0,,91,17,442,504,97,7434,522,1150,5127834,840,511,98,5364,499,96,4159,443,85,1412,501,96,6932,65,12,4216,1096,95,4679,73,3270977,3894,888,77,5616542,6325,2741257,2701038,2075468,625570,0,40219,3746918,3472852,274066,518,99
487436,,,,,,,,,,,,464,42,1105,460,99,443,95,5395,0,0,,82,18,411,449,97,8225,464,1105,5072970,851,455,98,5327,443,95,3991,407,88,1529,445,96,6768,161,35,4230,1053,95,4818,77,3267370,3839,891,81,5627763,6316,2423744,2390023,1767923,622100,0,33721,3692952,3011934,681018,460,99
487445,,,,,,,,,,,,489,45,1077,488,100,462,94,6181,0,0,,108,22,629,484,99,9176,489,1077,5382405,825,476,97,6142,462,94,4557,413,84,1817,483,99,7524,177,36,4562,1031,96,5221,77,3318555,4022,878,82,5831247,6642,2923751,2855799,2105549,750250,0,67952,4441402,3633883,807519,488,100
487454,,,,,,,,,,,,428,37,1146,420,98,413,96,5593,0,0,,73,17,560,412,96,7442,428,1146,5286785,870,418,98,5624,413,96,4106,356,83,1726,411,96,7210,21,5,4897,1096,96,4824,76,3273435,3763,903,79,5709370,6323,2350866,2310018,1695728,614290,0,40848,3065973,2963136,102837,420,98
487472,,,,,,,,,,,,509,32,1601,505,99,488,96,5324,0,0,,116,23,638,482,95,7838,509,1601,6858795,1104,498,98,5365,488,96,4087,437,86,1381,476,94,7284,75,15,4145,1524,95,4501,69,4150370,3759,1134,71,7087366,6250,2671926,2597945,1994565,603380,0,73981,3778011,3467165,310846,505,99
487481,,,,,,,,,,,,1116,51,2200,1108,99,1077,97,5013,0,0,,200,18,485,1071,96,7031,1116,2200,9397865,1703,1097,98,5010,1077,97,4028,818,73,1296,1071,96,7031,0,0,,2126,97,4420,77,6577428,3862,1734,79,11380347,6563,5495616,5398681,4338181,1060500,0,96935,7530259,7530259,0,1108,99
487490,,,,,,,,,,,,1024,51,2021,1019,100,1009,99,5533,0,0,,184,18,456,1007,98,7073,1024,2021,9871889,1649,1015,99,5583,1009,99,4143,803,78,1746,1007,98,7067,1,0,6303,1951,97,5060,82,6509484,3948,1668,83,11009671,6601,5666413,5582438,4180168,1402270,0,83975,7122426,7116123,6303,1019,100
487506,,,,,,,,,,,,33,21,156,32,97,32,97,1894,0,0,,0,0,,21,64,8216,33,156,462593,61,32,97,1894,10,30,3378,28,85,958,21,64,7873,1,3,7193,144,92,3212,39,256903,4212,110,71,904000,8218,60598,60598,33782,26816,0,0,172534,165341,7193,32,97
487524,529,20,,,,,,,,,2679,,,,519,98,238,45,5298,225,43,1426,516,98,8801,437,83,7450,529,2679,27136897,1039,519,98,11797,238,45,4710,232,44,603,437,83,5550,77,15,10787,2413,90,11246,39,4869760,4687,1973,74,13259438,6720,6122773,1260876,1120968,139908,320750,4541147,3255794,2425158,830636,519,98
487533,,,,,,,,,,,,10,6,179,7,70,4,40,5603,0,0,,2,20,1559,5,50,7392,10,179,433039,82,5,50,5106,4,40,5603,0,0,,5,50,7392,0,0,,97,54,4464,46,347890,4243,112,63,745271,6654,25530,22413,22413,0,0,3117,36960,36960,0,6,60
487588,,,,,,,,,,,,400,59,683,380,95,370,93,4116,0,0,,2,1,500,339,85,5836,400,683,2139775,529,370,93,4118,369,92,3974,133,33,424,337,84,5605,159,40,563,608,89,3519,77,1910313,3611,510,75,2461359,4826,1523818,1522818,1466417,56401,0,1000,1978460,1888911,89549,380,95
487597,,,,,,,,,,,,653,34,1900,568,87,434,66,4767,23,4,1251,192,29,2561,381,58,8687,653,1900,6217886,858,506,77,5117,407,62,4319,321,49,968,379,58,6449,144,22,6011,1542,81,4032,45,3584190,4177,826,43,5562057,6734,2589097,2068664,1757908,310756,28773,491660,3309561,2444043,865518,568,87
487603,72,7,,,,,,,,,1044,,,,58,81,33,46,4977,4,6,10280,7,10,880,43,60,11207,72,1044,1706572,241,44,61,4807,33,46,4977,0,0,,43,60,10939,2,3,5776,349,33,4890,23,905830,3759,373,36,2713594,7275,211517,164234,164234,0,41121,6162,481920,470368,11552,58,81
487621,,,,,,,,,,,,1,3,34,1,100,1,100,6438,0,0,,0,0,,1,100,9500,1,34,111572,21,1,100,6438,1,100,6345,1,100,93,1,100,9500,0,0,,21,62,5313,62,96650,4602,13,38,129100,9931,6438,6438,6345,93,0,0,9500,9500,0,1,100
487658,49,44,,,,,,,,,112,,,,43,88,33,67,4577,22,45,2995,28,57,654,42,86,13531,49,112,699777,51,43,88,5470,21,43,6095,29,59,794,40,82,11766,7,14,13951,89,79,7863,46,279648,5483,95,85,980960,10326,235213,151032,127995,23037,65880,18301,568288,470634,97654,43,88
487676,,,,,,,,,,,,61,22,274,51,84,37,61,5134,0,0,,2,3,253,50,82,7982,61,274,622366,111,37,61,5148,35,57,5280,9,15,574,50,82,7982,0,0,,119,43,5230,41,567721,5115,151,55,1154641,7647,190460,189955,184790,5165,0,505,399107,399107,0,51,84
487746,1,4,,,,,,,,,28,,,,1,100,1,100,790,0,0,,0,0,,0,0,,1,28,208108,2,1,100,790,0,0,,1,100,790,0,0,,0,0,,25,89,8324,7,8590,4295,0,0,0,,790,790,0,790,0,0,0,0,0,1,100
487773,,,,,,,,,,,,7,10,72,3,43,3,43,5645,1,14,2250,0,0,,3,43,6387,7,72,128526,27,3,43,6395,3,43,5645,0,0,,3,43,6387,0,0,,28,39,4590,38,126276,4677,32,44,225742,7054,19184,16934,16934,0,2250,0,19160,19160,0,3,43
487791,,,,,,,,,,,,188,20,962,169,90,127,68,5405,11,6,7446,0,0,,153,81,7729,188,962,3203541,548,133,71,5777,127,68,5405,0,0,,153,81,7729,0,0,,583,61,5495,57,2818072,5142,460,48,3635369,7903,768339,686430,686430,0,81909,0,1182610,1182610,0,169,90
487807,,,,,,,,,,,,12,16,74,11,92,8,67,5552,0,0,,0,0,,11,92,6773,12,74,182413,39,8,67,5552,8,67,5552,0,0,,11,92,6773,0,0,,39,53,4677,53,182413,4677,44,59,332266,7552,44416,44416,44416,0,0,0,74500,74500,0,11,92
487816,,,,,,,,,,,,5,19,26,5,100,5,100,2777,0,0,,0,0,,4,80,3757,5,26,178028,24,5,100,2777,5,100,2777,0,0,,4,80,3757,0,0,,26,100,6847,92,82298,3429,24,92,95730,3989,13887,13887,13887,0,0,0,15029,15029,0,5,100
487852,,,,,,,,,,,,0,0,38,,,,,,,,,,,,,,,0,38,8529,6,,,,,,,,,,,,,,,,6,16,1422,16,8529,1422,0,0,0,,,,,,,,,,,,
487861,63,22,,,,,,,,,288,,,,18,29,16,25,3555,0,0,,0,0,,14,22,6425,63,288,1282619,238,16,25,3555,15,24,3659,2,3,1000,14,22,6425,0,0,,241,84,5322,83,1228919,5164,239,83,2431225,10172,56884,56884,54884,2000,0,0,89946,89946,0,18,29
487889,,,,,,,,,,,,236,100,236,128,54,126,53,3643,0,0,,0,0,,2,1,3262,236,236,459060,0,126,53,3643,0,0,,126,53,3643,2,1,3262,0,0,,126,53,3643,0,0,,2,1,6524,3262,459060,459060,0,459060,0,0,6524,6524,0,128,54
487898,,,,,,,,,,,,14,45,31,13,93,12,86,5616,1,7,6077,0,0,,11,79,7640,14,31,136965,26,13,93,5651,12,86,5616,0,0,,11,79,7640,0,0,,27,87,5073,84,130888,5034,24,77,172535,7189,73464,67387,67387,0,6077,0,84043,84043,0,13,93
487904,,,,,,,,,,,,37,73,51,34,92,25,68,5510,0,0,,2,5,1000,34,92,7759,37,51,194820,25,25,68,5590,25,68,4950,14,38,1000,34,92,6148,5,14,10955,25,49,7793,49,123740,4950,34,67,209024,6148,139740,137740,123740,14000,0,2000,263798,209024,54774,34,92
487922,,,,,,,,,,,,16,18,87,11,69,6,38,5412,0,0,,1,6,2000,10,63,11375,16,87,214442,42,7,44,4924,6,38,5412,0,0,,10,63,11375,0,0,,44,51,4874,48,208442,4963,57,66,531288,9321,34470,32470,32470,0,0,2000,113752,113752,0,11,69
487959,,,,,,,,,,,,4,4,98,3,75,2,50,3720,0,0,,0,0,,2,50,5500,4,98,200599,47,2,50,3720,2,50,3720,0,0,,2,50,5500,0,0,,47,48,4268,48,200599,4268,49,50,323836,6609,7440,7440,7440,0,0,0,11000,11000,0,3,75
487968,,,,,,,,,,,,1,1,98,1,100,1,100,1974,0,0,,0,0,,1,100,2022,1,98,355255,47,1,100,1974,1,100,1974,0,0,,1,100,2022,0,0,,47,48,7559,48,144651,3078,40,41,210604,5265,1974,1974,1974,0,0,0,2022,2022,0,1,100
487977,,,,,,,,,,,,621,18,3441,613,99,613,99,4135,0,0,,0,0,,34,5,1198,621,3441,9756563,2043,613,99,4135,613,99,4135,0,0,,0,0,,34,5,1198,2317,67,4211,59,9131568,4470,0,0,0,,2534676,2534676,2534676,0,0,0,40736,0,40736,613,99
487995,0,0,,,,,,,,,54,,,,,,,,,,,,,,,,,,0,54,26780,6,,,,,,,,,,,,,,,,6,11,4463,11,26780,4463,12,22,54430,4536,,,,,,,,,,,
488004,0,0,,,,,,,,,23,,,,,,,,,,,,,,,,,,0,23,171964,10,,,,,,,,,,,,,,,,18,78,9554,43,74425,7443,0,0,0,,,,,,,,,,,,
488013,,,,,,,,,,,,62,48,129,62,100,59,95,3661,0,0,,0,0,,54,87,7201,62,129,313923,82,59,95,3661,59,95,3661,0,0,,54,87,7201,0,0,,84,65,3737,64,303903,3706,71,55,488964,6887,216013,216013,216013,0,0,0,388835,388835,0,62,100
488022,,,,,,,,,,,,17,16,105,16,94,16,94,6175,0,0,,0,0,,16,94,10688,17,105,404945,66,16,94,6175,16,94,6147,3,18,150,16,94,10688,0,0,,67,64,6044,63,373711,5662,59,56,567354,9616,98798,98798,98348,450,0,0,171000,171000,0,16,94
488031,2,3,,,,,,,,,63,,,,0,0,0,0,,0,0,,0,0,,0,0,,2,63,195157,28,0,0,,0,0,,0,0,,0,0,,0,0,,28,44,6970,44,195157,6970,29,46,332185,11455,0,0,0,0,0,0,0,0,0,0,0
488040,,,,,,,,,,,,45,90,50,45,100,45,100,3097,0,0,,0,0,,45,100,5995,45,50,350480,45,45,100,3097,45,100,3097,0,0,,45,100,5995,0,0,,50,100,7010,90,285480,6344,45,90,423090,9402,139365,139365,139365,0,0,0,269775,269775,0,45,100
488059,,,,,,,,,,,,84,44,190,77,92,67,80,4871,0,0,,0,0,,77,92,7339,84,190,585732,129,67,80,4871,67,80,4871,0,0,,77,92,7339,0,0,,170,89,3445,68,585732,4541,163,86,1222646,7501,326361,326361,326361,0,0,0,565122,565122,0,77,92
488068,1,1,,,,,,,,,122,,,,1,100,1,100,6345,0,0,,0,0,,0,0,,1,122,109894,22,1,100,6345,1,100,6345,0,0,,0,0,,0,0,,22,18,4995,18,109894,4995,32,26,316613,9894,6345,6345,6345,0,0,0,0,0,0,1,100
488077,564,21,,,,,,,,,2709,,,,225,40,193,34,4724,0,0,,0,0,,164,29,7686,564,2709,3292563,724,193,34,4724,193,34,4724,0,0,,164,29,7686,0,0,,729,27,4517,27,3239763,4475,570,21,4448685,7805,911743,911743,911743,0,0,0,1260487,1260487,0,225,40
488101,33,23,,,,,,,,,143,,,,33,100,18,55,9518,18,55,4817,32,97,4674,0,0,,33,143,1712580,96,33,100,12351,18,55,9518,0,0,,0,0,,0,0,,130,91,13174,67,837540,8724,0,0,0,,407599,171315,171315,0,86712,149572,0,0,0,33,100
488110,,,,,,,,,,,,40,54,74,32,80,28,70,4739,0,0,,0,0,,28,70,7722,40,74,180846,43,28,70,4739,28,70,4739,0,0,,28,70,7722,0,0,,43,58,4206,58,180846,4206,39,53,281261,7212,132693,132693,132693,0,0,0,216202,216202,0,32,80
488129,,,,,,,,,,,,0,0,32,,,,,,,,,,,,,,,0,32,103425,30,,,,,,,,,,,,,,,,30,94,3448,94,103425,3448,32,100,125594,3925,,,,,,,,,,,
488138,,,,,,,,,,,,85,44,194,85,100,62,73,1760,23,27,500,0,0,,62,73,4151,85,194,377981,75,85,100,1419,62,73,1760,0,0,,62,73,4151,0,0,,194,100,1948,39,176029,2347,75,39,270866,3612,120625,109125,109125,0,11500,0,257356,257356,0,85,100
488147,,,,,,,,,,,,39,31,125,35,90,31,79,3916,0,0,,0,0,,33,85,6622,39,125,984777,84,31,79,3916,31,79,3916,0,0,,33,85,6622,0,0,,99,79,9947,67,352463,4196,96,77,623655,6496,121397,121397,121397,0,0,0,218511,218511,0,35,90
