UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP
227182,6209,9,5029,81,980,16,200,3,0,0,70109,,,,4430,71,3802,61,4838,849,14,2431,1369,22,1409,714,11,5394,6209,70109,102429196,14917,4269,69,5244,2469,40,5069,3645,59,1613,714,11,5394,0,0,,31702,45,3231,21,58733634,3937,5456,8,33375309,6117,22386598,18393342,12514276,5879066,2063724,1929532,3851080,3851080,0,4430,71
227216,5121,16,0,0,4881,95,240,5,0,0,32814,,,,4500,88,2987,58,4476,1291,25,6069,3548,69,7306,1963,38,6130,5121,32814,211027199,11323,4235,83,11128,1980,39,4948,2483,48,1439,1930,38,5118,159,3,13554,24601,75,8578,35,50628076,4471,12010,37,77824453,6480,47127547,13369564,9796509,3573055,7834701,25923282,12033754,9878696,2155058,4455,87
227225,375,13,188,50,161,43,26,7,0,0,2862,,,,327,87,243,65,5195,54,14,3174,212,57,2191,61,16,5269,375,2862,8444766,1528,321,86,5913,241,64,4747,130,35,910,60,16,5293,1,0,3800,2094,73,4033,53,5786830,3787,382,13,2539486,6648,1898189,1262304,1143954,118350,171399,464486,321408,317608,3800,327,87
227298,,,,,,,,,,,,184,57,324,146,79,103,56,5242,13,7,6000,0,0,,132,72,6919,184,324,1143558,184,105,57,5885,103,56,4922,64,35,515,132,72,6919,0,0,,190,59,6019,57,915332,4975,217,67,1564408,7209,617905,539905,506922,32983,78000,0,913259,913259,0,146,79
227304,492,7,239,49,94,19,23,5,136,28,7019,,,,344,70,239,49,3347,69,14,1921,99,20,3498,12,2,3529,492,7019,5671562,1577,332,67,3852,239,49,2767,130,26,1066,11,2,3482,1,0,4050,2434,35,2330,22,3694778,2343,169,2,572494,3388,1278805,799946,661429,138517,132524,346335,42348,38298,4050,335,68
227313,,,,,,,,,,,,176,33,538,169,96,144,82,6076,0,0,,24,14,1864,161,91,6387,176,538,1401039,391,144,82,6387,144,82,5972,48,27,313,161,91,6387,0,0,,391,73,3583,73,1274441,3259,367,68,1804085,4916,919741,875000,860000,15000,0,44741,1028269,1028269,0,169,96
227322,,,,,,,,,,,,280,44,640,261,93,219,78,3869,0,0,,33,12,2207,234,84,5959,280,640,1430576,406,219,78,4202,219,78,3797,54,19,292,234,84,5959,0,0,,406,63,3524,63,1310261,3227,350,55,1941628,5548,920201,847373,831623,15750,0,72828,1394315,1394315,0,261,93
227331,295,23,,,,,,,,,1294,,,,295,100,241,82,4623,227,77,3710,295,100,14929,197,67,5487,295,1294,25740406,747,295,100,21561,190,64,4878,213,72,880,196,66,5087,8,3,10475,1216,94,21168,58,3594206,4812,857,66,5774257,6738,6360356,1114230,926765,187465,842117,4404009,1080861,997058,83803,295,100
227368,4970,19,0,0,4949,100,21,0,0,0,26762,,,,4869,98,3692,74,5489,3111,63,4626,3551,71,2116,927,19,3752,4970,26762,166763789,16782,4846,98,8702,3677,74,5458,162,3,1208,927,19,3752,0,0,,22706,85,7344,63,87669038,5224,7878,29,39204553,4976,42170458,20263748,20067979,195769,14392028,7514682,3478363,3478363,0,4864,98
227377,723,8,671,93,46,6,4,1,2,0,8698,,,,723,100,670,93,5501,110,15,2115,723,100,217,59,8,4161,723,8698,17146032,2796,723,100,5637,582,80,5466,603,83,836,59,8,4161,0,0,,4207,48,4076,32,12693735,4540,574,7,2530237,4408,4075342,3685549,3181435,504114,232625,157168,245486,245486,0,723,100
227386,286,11,73,26,207,72,0,0,6,2,2513,,,,247,86,216,76,5180,54,19,2523,116,41,3929,32,11,3805,286,2513,6432066,776,241,84,7099,167,58,5061,179,63,1530,32,11,3805,0,0,,1251,50,5142,31,3734308,4812,196,8,804129,4103,1710972,1118910,845114,273796,136251,455811,121760,121760,0,241,84
227401,557,13,156,28,382,69,19,3,0,0,4421,,,,473,85,434,78,6448,49,9,2645,189,34,2750,16,3,4414,557,4421,11318205,1280,466,84,7399,329,59,5157,411,74,2681,16,3,4414,0,0,,2633,60,4299,29,5540729,4329,77,2,354587,4605,3447797,2798345,1696489,1101856,129621,519831,70625,70625,0,466,84
227429,61,13,,,,,,,,,469,,,,61,100,47,77,9082,33,54,1997,33,54,550,37,61,3114,61,469,6085269,351,61,100,8376,47,77,5658,22,36,7315,37,61,3114,0,0,,450,96,13523,75,2125027,6054,324,69,1620853,5003,510909,426876,265941,160935,65889,18144,115220,115220,0,61,100
227526,1718,21,0,0,1524,89,194,11,0,0,8372,,,,1658,97,1194,69,5863,857,50,6671,1285,75,6505,1164,68,6018,1718,8372,78785742,5395,1574,92,13391,1186,69,5322,328,19,2102,1153,67,5195,60,3,16925,7732,92,10190,64,29202306,5413,5687,68,35413980,6227,21077218,7000994,6311408,689586,5717320,8358904,7004907,5989432,1015475,1602,93
227687,281,13,3,1,266,95,8,3,4,1,2200,,,,230,82,131,47,4010,43,15,3415,107,38,6732,54,19,4453,281,2200,3997359,313,200,71,6963,68,24,4360,115,41,1990,49,17,3982,6,2,7554,836,38,4782,14,1254931,4009,225,10,1156147,5138,1392509,525355,296510,228845,146826,720328,240445,195119,45326,219,78
227748,27,11,,,,,,,,,237,,,,27,100,23,85,7674,0,0,,0,0,,24,89,7543,27,237,737517,89,23,85,7674,23,85,5531,18,67,2738,23,85,7208,1,4,15250,89,38,8287,38,564097,6338,106,45,877889,8282,176499,176499,127219,49280,0,0,181026,165776,15250,27,100
227757,993,24,,,,,,,,,4076,,,,693,70,498,50,4372,36,4,3563,601,61,47455,90,9,9413,993,4076,120777099,651,604,61,51036,169,17,5149,497,50,2629,87,9,4982,17,2,24340,2612,64,46239,16,3295827,5063,294,7,1676950,5704,30825659,2177048,870248,1306800,128250,28520361,847197,433420,413777,621,63
227845,594,20,,,,,,,,,3014,,,,589,99,302,51,5785,249,42,3730,589,99,31146,304,51,9022,594,3014,88474768,1161,589,99,35689,252,42,4846,284,48,1851,293,49,4908,72,12,18120,2838,94,31175,39,5546530,4777,1593,53,10168894,6383,21021107,1746944,1221174,525770,928890,18345273,2742724,1438071,1304653,589,99
227854,362,3,306,85,44,12,0,0,12,3,12696,,,,320,88,224,62,5626,94,26,2609,15,4,2572,14,4,5303,362,12696,14593316,2290,316,87,4886,224,62,5130,126,35,881,14,4,5303,0,0,,3667,29,3980,18,9379642,4096,417,3,2542385,6097,1544042,1260207,1149186,111021,245258,38577,74247,74247,0,320,88
227863,393,16,,,,,,,,,2412,,,,367,93,191,49,5659,223,57,3774,356,91,17774,125,32,6807,393,2412,40885351,897,364,93,22665,172,44,5332,103,26,1590,122,31,4992,13,3,18599,1947,81,20999,37,4700642,5240,765,32,5317439,6951,8250071,1080792,917039,163753,841610,6327669,850858,609077,241781,367,93
227881,2706,14,0,0,2685,99,21,1,0,0,18811,,,,2272,84,1357,50,5702,1555,57,5681,305,11,4393,1422,53,5728,2706,18811,108505062,7413,1887,70,9492,1142,42,4995,1023,38,1988,1419,52,5618,12,0,14496,13670,73,7937,39,35549574,4796,9214,49,63638182,6907,17911709,7738271,5704131,2034140,8833658,1339780,8145479,7971525,173954,2139,79
227924,1118,6,990,89,74,7,19,2,35,3,19231,,,,907,81,605,54,5553,267,24,2780,28,3,5587,52,5,5539,1118,19231,33303820,5152,900,81,4732,605,54,5133,165,15,1540,52,5,5539,0,0,,8514,44,3912,27,20602279,3999,886,5,5177725,5844,4258496,3359683,3105608,254075,742364,156449,288022,288022,0,907,81
227979,3147,10,1859,59,1218,39,70,2,0,0,31110,,,,1794,57,1507,48,5160,907,29,1370,36,1,1452,62,2,3241,3147,31110,41605386,7115,1709,54,5308,1373,44,5112,688,22,1101,61,2,3171,1,0,7500,15709,50,2649,23,33267614,4676,612,2,3687288,6025,9071212,7776139,7018930,757209,1242790,52283,200928,193428,7500,1727,55
228042,297,26,,,,,,,,,1145,,,,296,100,274,92,3422,95,32,3804,295,99,15706,219,74,10089,297,1145,20033792,402,296,100,20041,107,36,5261,266,90,1408,216,73,5397,60,20,17396,1056,92,18971,35,1959266,4874,726,63,6711152,9244,5932140,937527,562902,374625,361397,4633216,2209433,1165671,1043762,296,100
228088,,,,,,,,,,,,17,47,36,17,100,15,88,5315,0,0,,0,0,,17,100,6911,17,36,120167,30,15,88,5315,15,88,5315,0,0,,17,100,6911,0,0,,30,83,4006,83,120167,4006,34,94,132491,3897,79727,79727,79727,0,0,0,117491,117491,0,17,100
228149,512,24,,,,,,,,,2139,,,,508,99,328,64,8823,292,57,3673,507,99,18248,281,55,7154,512,2139,52473553,898,507,99,26071,228,45,5121,328,64,5263,275,54,5583,33,6,14391,2069,97,25362,42,4429802,4933,1051,49,6996968,6657,13217920,2893865,1167653,1726212,1072438,9251617,2010296,1535377,474919,508,99
228158,960,11,39,4,857,89,64,7,0,0,8880,,,,783,82,628,65,5097,261,27,2497,151,16,1792,208,22,4928,960,8880,31333501,3272,726,76,5679,548,57,4740,314,33,1922,208,22,4928,0,0,,4868,55,6437,37,13392535,4093,1526,17,8285035,5429,4123249,3200876,2597309,603567,651826,270547,1025089,1025089,0,768,80
228185,,,,,,,,,,,,13,38,34,11,85,11,85,3277,0,0,,0,0,,0,0,,13,34,36042,24,11,85,3277,11,85,3277,0,0,,0,0,,0,0,,24,71,1502,71,36042,1502,0,0,0,,36042,36042,36042,0,0,0,0,0,0,11,85
228200,,,,,,,,,,,,186,35,524,179,96,172,92,7518,96,52,254,0,0,,153,82,7893,186,524,3061899,412,172,92,7660,165,89,5378,147,79,2760,150,81,7930,42,23,432,485,93,6313,79,1971738,4786,384,73,2738678,7132,1317467,1293067,887339,405728,24400,0,1207692,1189553,18139,179,96
228219,,,,,,,,,,,,287,41,702,253,88,174,61,6887,50,17,286,0,0,,165,57,6584,287,702,3430490,407,174,61,6969,163,57,4955,159,55,2458,159,55,6635,49,17,642,589,84,5824,58,1911416,4696,406,58,2652843,6534,1212677,1198377,807591,390786,14300,0,1086416,1054975,31441,178,62
228246,1529,22,,,,,,,,,6827,,,,1176,77,141,9,5473,156,10,3738,1126,74,34047,396,26,10532,1529,6827,173005146,760,1136,74,34940,139,9,4660,62,4,2000,380,25,5241,75,5,29055,4943,72,35000,11,3607135,4746,1503,22,9522126,6335,39692148,771709,647709,124000,583121,38337318,4170633,1991542,2179091,1163,76
228282,,,,,,,,,,,,146,100,146,115,79,115,79,4644,11,8,9606,0,0,,91,62,4832,146,146,639679,115,115,79,5562,115,79,3961,115,79,683,91,62,4832,0,0,,115,79,5562,79,455518,3961,91,62,439672,4832,639679,534018,455518,78500,105661,0,439672,439672,0,115,79
228316,529,8,102,19,411,78,16,3,0,0,6480,,,,455,86,449,85,6699,101,19,1426,358,68,1679,16,3,4697,529,6480,16965303,2150,452,85,8303,388,73,6309,352,67,1590,16,3,4697,0,0,,2813,43,6031,33,12377265,5757,203,3,1257037,6192,3752938,3007828,2448065,559763,143996,601114,75150,75150,0,455,86
228325,314,19,,,,,,,,,1632,,,,307,98,180,57,5380,120,38,3574,269,86,8260,224,71,6367,314,1632,14179171,878,301,96,12024,166,53,4954,102,32,1432,222,71,5193,23,7,11885,1435,88,9881,54,4110473,4682,1134,69,7567041,6673,3619217,968459,822444,146015,428872,2221886,1426215,1152850,273365,305,97
228343,361,24,,,,,,,,,1506,,,,361,100,121,34,6186,137,38,4001,360,100,26946,208,58,7821,361,1506,41025462,374,360,100,30548,121,34,5120,59,16,2186,204,57,5466,38,11,13464,1483,98,27664,25,1872011,5005,706,47,4549382,6444,10997237,748549,619556,128993,548088,9700600,1626759,1115139,511620,360,100
228431,1716,16,0,0,1705,99,11,1,0,0,11035,,,,1634,95,1483,86,4265,760,44,5129,884,52,4600,909,53,6855,1716,11035,70269734,4085,1556,91,9184,714,42,5169,1334,78,1975,889,52,5549,109,6,11905,8872,80,7920,37,20717350,5072,5188,47,34867702,6721,14290278,6325582,3690843,2634739,3898415,4066281,6231012,4933362,1297650,1634,95
228459,5431,16,0,0,5299,98,132,2,0,0,33193,,,,4365,80,2183,40,5036,2977,55,6868,1843,34,2766,2919,54,6262,5431,33193,138855612,11961,3961,73,9224,2182,40,5017,23,0,1957,2841,52,5196,245,5,14353,17981,54,7722,36,57588933,4815,15586,47,99534544,6386,36536560,10993183,10948183,45000,20445077,5098300,18277845,14761439,3516406,4364,80
228468,137,18,,,,,,,,,745,,,,137,100,67,49,5524,60,44,2653,136,99,11038,75,55,5231,137,745,7705658,341,137,100,14820,66,48,4936,58,42,765,75,55,4995,3,2,5902,605,81,12737,46,1694318,4969,430,58,2965321,6896,2030374,370095,325745,44350,159150,1501129,392336,374630,17706,137,100
228486,36,43,,,,,,,,,84,,,,36,100,28,78,4553,8,22,2081,13,36,6238,16,44,2196,36,84,750411,72,28,78,8044,28,78,3955,28,78,598,16,44,2196,0,0,,72,86,10422,86,373184,5183,38,45,83438,2196,225232,127492,110740,16752,16647,81093,35131,35131,0,36,100
228501,240,13,0,0,230,96,2,1,8,3,1789,,,,216,90,142,59,5091,176,73,5016,89,37,2005,146,61,6167,240,1789,8998069,995,201,84,8877,142,59,5050,5,2,1157,142,59,5109,12,5,14577,1273,71,7068,56,5165500,5191,774,43,4859815,6279,1784234,722914,717128,5786,882872,178448,900452,725524,174928,216,90
228529,2176,18,0,0,2148,99,28,1,0,0,11893,,,,2030,93,1219,56,5027,825,38,5179,1195,55,3092,1261,58,9720,2176,11893,65273795,4696,1738,80,8110,844,39,5504,977,45,1517,1217,56,8327,156,7,13605,8504,72,7676,39,26312707,5603,6164,52,56182747,9115,14095143,6127706,4645669,1482037,4272720,3694717,12256674,10134266,2122408,1878,86
228547,2172,5,1968,91,175,8,29,1,0,0,43000,,,,1241,57,849,39,5769,168,8,3048,143,7,981,134,6,5476,2172,43000,57733915,10941,1158,53,4793,849,39,5551,384,18,480,134,6,5226,4,0,8344,13613,32,4241,25,45287792,4139,8836,21,16645817,1884,5549767,4897516,4713035,184481,512004,140247,733725,700348,33377,1170,54
228608,394,8,96,24,178,45,3,1,117,30,4940,,,,262,66,232,59,1602,32,8,2892,79,20,1234,30,8,4758,394,4940,11505490,1558,258,65,2177,53,13,5141,217,55,458,30,8,4758,0,0,,2860,58,4023,32,8002855,5137,1007,20,6236139,6193,561787,371763,272463,99300,92543,97481,142740,142740,0,258,65
228644,0,0,,,,,,,,,804,,,,,,,,,,,,,,,,,,0,804,3657066,242,,,,,,,,,,,,,,,,523,65,6992,30,1024760,4235,387,48,3024690,7816,,,,,,,,,,,
228653,0,0,,,,,,,,,708,,,,,,,,,,,,,,,,,,0,708,2938301,170,,,,,,,,,,,,,,,,546,77,5382,24,933948,5494,316,45,2998717,9490,,,,,,,,,,,
228699,283,7,189,67,88,31,6,2,0,0,3810,,,,255,90,215,76,5724,28,10,2315,83,29,3240,33,12,6003,283,3810,7746186,1316,249,88,6283,189,67,5407,124,44,1684,33,12,6003,0,0,,1508,40,5137,35,5287783,4018,456,12,2522162,5531,1564479,1230764,1021889,208875,64827,268888,198105,198105,0,254,90
228705,1006,18,0,0,999,99,7,1,0,0,5675,,,,923,92,595,59,5591,641,64,5305,688,68,3765,499,50,5959,1006,5675,32413876,2780,893,89,10434,595,59,5315,200,20,823,498,50,5825,8,1,9103,3876,68,8363,49,14225802,5117,2742,48,19429917,7086,9317428,3326817,3162243,164574,3400319,2590292,2973770,2900943,72827,923,92
228723,10039,18,0,0,9506,95,533,5,0,0,55568,,,,7846,78,4282,43,4239,1785,18,5937,5544,55,7398,2820,28,8421,10039,55568,360001853,11335,6414,64,10877,2011,20,5219,4249,42,1802,2669,27,5082,578,6,17615,36373,65,9898,20,56826375,5013,15169,27,92531271,6100,69762488,18152926,10495489,7657437,10597243,41012319,23745916,13564645,10181271,6933,69
228769,3707,11,0,0,3501,94,206,6,0,0,35064,,,,3367,91,2217,60,5478,1115,30,6601,2461,66,5658,1191,32,5721,3707,35064,162475894,12490,3244,88,10304,1668,45,4969,1679,45,2297,1170,32,4784,107,3,11369,21796,62,7454,36,57356887,4592,12261,35,81372160,6637,33427235,12143733,8287514,3856219,7359946,13923556,6813745,5597270,1216475,3312,89
228778,8318,21,0,0,7648,92,670,8,0,0,40048,,,,5945,71,2689,32,5827,2496,30,7217,3668,44,5448,2323,28,5764,8318,40048,245668912,9535,4218,51,12723,2432,29,5179,2661,32,1155,2290,28,4961,124,1,16366,20660,52,11891,24,46639532,4891,11045,28,65902581,5967,53665741,15668938,12595709,3073229,18013452,19983351,13389803,11360390,2029413,4845,58
228787,3328,16,0,0,3278,98,50,2,0,0,21187,,,,2475,74,791,24,5239,1027,31,9972,2044,61,9169,825,25,6749,3328,21187,177521614,6750,2188,66,15140,791,24,5104,368,11,289,796,24,5079,99,3,15398,14351,68,12370,32,31960445,4735,7712,36,63829720,8277,33126594,4143931,4037631,106300,10241158,18741505,5567662,4043273,1524389,2457,74
228796,2942,14,0,0,2825,96,117,4,0,0,21117,,,,2520,86,2237,76,5730,1378,47,4537,1463,50,1857,626,21,4503,2942,21117,128868968,12180,2413,82,9029,1865,63,5402,1690,57,1623,620,21,4380,12,0,8605,16415,78,7851,58,56956655,4676,6812,32,41788857,6135,21785996,12816902,10073918,2742984,6251627,2717467,2818769,2715514,103255,2454,83
228802,1025,14,0,0,1019,99,6,1,0,0,7237,,,,857,84,451,44,5969,311,30,8504,574,56,4755,324,32,5892,1025,7237,37806927,2549,748,73,10783,411,40,5134,163,16,3569,311,30,4750,39,4,11074,4300,59,8792,35,12126448,4757,2436,34,17533885,7198,8066021,2691957,2110133,581824,2644792,2729272,1908980,1477098,431882,827,81
228875,2278,23,,,,,,,,,9704,,,,1980,87,321,14,7988,301,13,3975,1845,81,27173,647,28,14487,2278,9704,210291656,1326,1845,81,29211,321,14,4956,312,14,3120,604,27,5339,221,10,27820,7300,75,28807,14,6612443,4987,2556,26,16906825,6615,53895013,2564102,1590779,973323,1196480,50134431,9372890,3224566,6148324,1966,86
228884,153,20,,,,,,,,,764,,,,153,100,87,57,4118,44,29,3520,4,3,2032,70,46,2518,153,764,3868041,395,135,88,3861,61,40,5022,26,17,1997,69,45,2513,1,1,2800,469,61,8247,52,2127782,5387,375,49,2398808,6397,521282,358257,306334,51923,154896,8129,176225,173425,2800,152,99
228981,361,25,,,,,,,,,1455,,,,361,100,204,57,5479,183,51,3160,361,100,19181,256,71,7064,361,1455,32099819,544,361,100,23878,153,42,4722,198,55,1996,254,70,5293,32,9,14498,1399,96,22945,37,2578266,4739,943,65,6280820,6660,8620078,1117666,722418,395248,578226,6924186,1808285,1344346,463939,361,100
229018,441,11,0,0,412,93,28,6,1,0,3842,,,,424,96,182,41,5501,217,49,8475,392,89,5077,138,31,5235,441,3842,26697112,1404,413,94,11696,178,40,5361,46,10,1019,136,31,4726,6,1,13293,2809,73,9504,37,6689734,4765,1415,37,10801618,7634,4830290,1001164,954282,46882,1839109,1990017,722441,642681,79760,419,95
229027,4504,15,0,0,4437,99,67,1,0,0,29559,,,,3996,89,2994,66,5520,1349,30,4811,3084,68,2466,2030,45,5813,4504,29559,173614153,13057,3644,81,8403,2303,51,4959,2775,62,1840,2005,45,5018,151,3,11519,22686,77,7653,44,58274865,4463,13170,45,84782546,6438,30620381,16525869,11420020,5105849,6489975,7604537,11800857,10061414,1739443,3863,86
229063,638,12,0,0,515,81,120,19,3,0,5298,,,,612,96,556,87,6019,377,59,5713,310,49,7356,357,56,5944,638,5298,39191671,3580,597,94,13033,474,74,5421,486,76,1598,351,55,5425,13,2,16762,4600,87,8520,68,17320049,4838,3399,64,24197922,7119,7780494,3346340,2569787,776553,2153664,2280490,2122144,1904236,217908,612,96
229115,6366,19,0,0,5877,92,489,8,0,0,33269,,,,5356,84,2009,32,4519,1417,22,6161,4698,74,5495,2695,42,8372,6366,33269,206932731,8197,4944,78,8823,1417,22,5056,1929,30,992,2562,40,5243,625,10,14606,24437,73,8468,25,40970506,4998,12968,39,86254979,6651,43622241,9078227,7163950,1914277,8730679,25813335,22562182,13433404,9128778,5087,80
229160,245,17,,,,,,,,,1402,,,,241,98,154,63,5905,147,60,4126,239,98,20572,145,59,7486,245,1402,32413075,717,241,98,26691,145,59,5325,82,33,1674,141,58,6419,13,5,13873,1360,97,23833,51,3696313,5155,773,55,5880883,7608,6432528,909366,772123,137243,606568,4916594,1085483,905139,180344,241,98
229179,1091,10,0,0,1060,97,31,3,0,0,10656,,,,1012,93,714,65,5169,535,49,4644,644,59,3849,591,54,5577,1091,10656,47566634,3981,962,88,8996,602,55,4797,527,48,1523,586,54,4886,42,4,10312,6980,66,6815,37,18471709,4640,4309,40,29304953,6801,8653857,3690446,2887580,802866,2484795,2478616,3296061,2862953,433108,1009,92
229267,634,25,,,,,,,,,2504,,,,630,99,163,26,6686,182,29,3863,629,99,32034,225,35,7473,634,2504,75874934,404,629,99,34885,130,21,4689,163,26,2947,220,35,5106,59,9,9457,2431,97,31211,16,1965060,4864,702,28,4283675,6102,21942537,1089864,609550,480314,703045,20149628,1681392,1123407,557985,630,99
229300,0,0,,,,,,,,,687,,,,,,,,,,,,,,,,,,0,687,2940186,320,,,,,,,,,,,,,,,,486,71,6050,47,1596325,4989,435,63,3935556,9047,,,,,,,,,,,
229337,0,0,,,,,,,,,1393,,,,,,,,,,,,,,,,,,0,1393,4023692,329,,,,,,,,,,,,,,,,723,52,5565,24,1724294,5241,631,45,5209572,8256,,,,,,,,,,,
229355,2315,20,623,27,1442,62,89,4,161,7,11749,,,,1799,78,1235,53,5568,205,9,3205,589,25,3549,638,28,5006,2315,11749,27333736,4179,1680,73,5728,1235,53,5528,55,2,882,638,28,5006,0,0,,5218,44,5238,36,20167852,4826,2616,22,14503290,5544,9623451,6875904,6827404,48500,657032,2090515,3193878,3193878,0,1776,77
229416,,,,,,,,,,,,1020,43,2398,972,95,728,71,5456,0,0,,400,39,2130,775,76,8125,1020,2398,9512086,1347,843,83,5722,711,70,4695,545,53,1162,771,76,6490,198,19,6531,2045,85,4651,56,5825847,4325,1398,58,9099723,6509,4823749,3971737,3338230,633507,0,852012,6297222,5004002,1293220,972,95
229425,,,,,,,,,,,,15,7,222,12,80,5,33,5539,0,0,,0,0,,6,40,6280,15,222,861305,206,5,33,5539,5,33,5539,0,0,,6,40,6280,0,0,,206,93,4181,93,861005,4180,166,75,954212,5748,27697,27697,27697,0,0,0,37680,37680,0,6,40
229504,238,9,12,5,222,93,4,2,0,0,2773,,,,214,90,194,82,4709,63,26,2132,48,20,4158,94,39,5022,238,2773,10106424,1012,204,86,6115,133,56,6006,156,66,735,94,39,4987,1,0,3250,2436,88,4149,36,6059426,5988,806,29,4551027,5646,1247421,913520,798801,114719,134312,199589,472073,468823,3250,213,89
229522,,,,,,,,,,,,51,34,150,44,86,35,69,3912,0,0,,0,0,,33,65,4443,51,150,308347,92,35,69,3912,35,69,3373,30,59,628,33,65,4443,0,0,,92,61,3352,61,289500,3147,65,43,307252,4727,136907,136907,118060,18847,0,0,146630,146630,0,44,86
229540,315,10,167,53,146,46,2,1,0,0,3274,,,,257,82,171,54,4772,85,27,1784,128,41,682,17,5,4713,315,3274,4902212,1096,228,72,4627,170,54,4693,18,6,1012,17,5,4713,0,0,,1773,54,2765,33,3635981,3318,236,7,1182495,5011,1054915,815966,797756,18210,151645,87304,80120,80120,0,233,74
229656,,,,,,,,,,,,41,11,376,37,90,36,88,5394,0,0,,0,0,,33,80,7269,41,376,1158826,246,36,88,5394,36,88,5394,0,0,,33,80,7269,0,0,,247,66,4692,65,1149281,4672,230,61,1598602,6950,194186,194186,194186,0,0,0,239890,239890,0,37,90
229780,268,9,,,,,,,,,3015,,,,261,97,151,56,4922,174,65,3404,235,88,6803,255,95,5431,268,3015,15864139,1105,256,96,11462,147,55,4223,118,44,1038,254,95,4071,32,12,10963,1766,59,8983,37,4562448,4129,1707,57,11130407,6520,2934200,743230,620805,122425,592305,1598665,1384835,1034014,350821,260,97
229799,484,9,308,64,154,32,20,4,2,0,5480,,,,326,67,212,44,4822,23,5,3459,98,20,5932,85,18,4350,484,5480,12430792,1195,265,55,6351,159,33,5555,131,27,1061,85,18,4350,0,0,,2395,44,5190,22,6171750,5165,716,13,4066369,5679,1683059,1022204,883204,139000,79568,581287,369735,369735,0,290,60
229814,1216,17,0,0,1020,84,129,11,67,6,7326,,,,1154,95,510,42,4743,678,56,4492,704,58,2702,562,46,6714,1216,7326,37679344,3054,1051,86,7009,510,42,4699,19,2,1180,551,45,5937,51,4,9844,5902,81,6384,42,13009838,4260,4558,62,22914415,5027,7366487,2418940,2396526,22414,3045461,1902086,3773295,3271276,502019,1132,93
229832,178,12,24,13,61,34,30,17,63,35,1430,,,,92,52,44,25,6086,38,21,4076,60,34,4562,4,2,4231,178,1430,1565705,126,91,51,7652,43,24,5762,14,8,1428,4,2,4231,0,0,,333,23,4702,9,657720,5220,19,1,148045,7792,696376,267782,247787,19995,154887,273707,16924,16924,0,92,52
229841,984,16,195,20,745,76,23,2,21,2,6099,,,,631,64,379,39,5670,106,11,1624,118,12,2329,328,33,5193,984,6099,15929734,1533,464,47,5595,378,38,5471,94,10,860,328,33,5193,0,0,,2668,44,5971,25,7549171,4924,1137,19,5975148,5255,2595970,2148992,2068187,80805,172173,274805,1703325,1703325,0,623,63
229887,110,18,,,,,,,,,615,,,,86,78,76,69,5767,51,46,4014,2,2,7400,52,47,4180,110,615,3965889,410,81,74,8121,75,68,5017,72,65,862,52,47,4180,0,0,,520,85,7627,67,2157903,5263,352,57,2034460,5780,657801,438296,376262,62034,204705,14800,217377,217377,0,85,77
230010,,,,,,,,,,,,543,22,2462,197,36,98,18,5157,81,15,2659,20,4,893,0,0,,543,2462,2065706,255,168,31,4397,98,18,5157,0,0,,0,0,,0,0,,537,22,3847,10,1322329,5186,0,0,0,,738645,505390,505390,0,215403,17852,0,0,0,168,31
230038,6070,18,,,,,,,,,33376,,,,3928,65,749,12,4867,644,11,2565,2726,45,4370,587,10,5687,6070,33376,160452400,10786,2933,48,5867,749,12,4867,0,0,,581,10,5278,29,0,9371,23476,70,6835,32,56805929,5267,3818,11,21911351,5739,17208592,3645404,3645404,0,1651728,11911460,3338269,3066501,271768,3238,53
230047,594,19,,,,,,,,,3203,,,,452,76,72,12,5005,136,23,4250,383,64,4132,60,10,4048,594,3203,18545975,525,431,73,5849,71,12,5023,1,0,3772,58,10,3910,2,0,8055,2473,77,7499,16,2830502,5391,258,8,1078442,4180,2520826,360377,356605,3772,578047,1582402,242883,226773,16110,436,73
230056,40,15,,,,,,,,,268,,,,37,93,25,63,3476,0,0,,3,8,4286,21,53,5638,40,268,307425,71,26,65,3837,25,63,3308,7,18,600,21,53,5203,2,5,4571,81,30,3795,26,233004,3282,94,35,706859,7520,99765,86908,82708,4200,0,12857,118402,109261,9141,37,93
